#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
HiC_scaffold_1	1	75050035	892481	58259688	77.6278	1.73438	35.5	59.1
HiC_scaffold_2	1	56816963	678815	44227502	77.8421	1.74114	35.5	59.2
HiC_scaffold_3	1	109611085	1257028	82978583	75.7027	1.67376	35.5	58.7
HiC_scaffold_4	1	81599725	963690	62937835	77.13	1.72282	35.5	59.1
HiC_scaffold_5	1	72353455	868829	56629677	78.2681	1.75177	35.5	59.3
HiC_scaffold_6	1	67692486	813789	52794793	77.9921	1.75277	35.5	59.2
HiC_scaffold_7	1	59159807	704217	45619332	77.112	1.73377	35.5	59
HiC_scaffold_8	1	13479537	82260	7509619	55.7113	0.893684	35.5	59.4
HiC_scaffold_9	1	58964884	708138	45821480	77.7098	1.75027	35.5	59.1
HiC_scaffold_10	1	36732878	439858	28300506	77.0441	1.74254	35.5	59
HiC_scaffold_11	1	27384	216	6264	22.8747	1.1369	35.3	44.6
HiC_scaffold_12	1	33592	3088	7637	22.7346	12.2705	35	45.8
HiC_scaffold_13	1	184337	7710	145951	79.1762	5.82877	35.5	52.2
HiC_scaffold_14	1	85992	3218	50875	59.1625	5.18437	34.9	44.9
HiC_scaffold_15	1	87022	755	25118	28.864	1.16998	35.3	45.5
HiC_scaffold_16	1	89609	3069	11312	12.6237	3.67953	35.7	51
HiC_scaffold_17	1	164154	2014	52055	31.7111	1.7653	35.3	52.2
HiC_scaffold_18	1	104921	589	48041	45.7878	0.817053	35.4	53.6
HiC_scaffold_19	1	103720	560	34661	33.4179	0.782433	35.4	48.7
HiC_scaffold_20	1	90353	849	35074	38.8189	1.33501	35	49
HiC_scaffold_21	1	85252	335	21653	25.3988	0.554744	35.4	48.6
HiC_scaffold_22	1	80500	474	26437	32.841	0.874845	35.6	50
HiC_scaffold_23	1	75743	295	19413	25.6301	0.568884	35.2	54.9
HiC_scaffold_24	1	75592	1384	19392	25.6535	2.60549	35.1	43
HiC_scaffold_25	1	72691	1700	34636	47.6483	3.34457	35.4	54
HiC_scaffold_26	1	71458	829	40669	56.9132	1.67423	35.4	47.6
HiC_scaffold_27	1	70045	3283	55440	79.1491	6.65668	35.3	52.9
HiC_scaffold_28	1	68558	157	7252	10.5779	0.2954	34.9	54.6
HiC_scaffold_29	1	68222	1323	21360	31.3095	2.87677	35.5	44.8
HiC_scaffold_30	1	67017	730	37441	55.8679	1.58694	35.2	46.5
HiC_scaffold_31	1	65972	62	6784	10.2832	0.138165	35.9	45.4
HiC_scaffold_32	1	64000	803	35606	55.6344	1.73269	35.5	49.5
HiC_scaffold_33	1	62684	802	17432	27.8093	1.63689	35.4	42.3
HiC_scaffold_34	1	60035	432	28220	47.0059	0.980311	35.4	55.1
HiC_scaffold_35	1	59483	127	11987	20.152	0.313266	35.6	50.4
HiC_scaffold_36	1	58601	378	4251	7.25414	0.935462	34.9	43
HiC_scaffold_37	1	57907	179	11821	20.4138	0.438842	35.5	48
HiC_scaffold_38	1	57623	207	3405	5.9091	0.497284	35.6	38.1
HiC_scaffold_39	1	56881	687	18903	33.2325	1.31246	35.4	48.5
HiC_scaffold_40	1	56115	521	7699	13.72	1.2002	35.6	38
HiC_scaffold_41	1	55753	720	21933	39.3396	1.83509	35.2	41.4
HiC_scaffold_42	1	55361	111	4773	8.62159	0.282672	35	46.2
HiC_scaffold_43	1	55333	757	12405	22.4188	1.94679	35.2	39.2
HiC_scaffold_44	1	54697	2382	48555	88.7709	6.42447	35.6	55.5
HiC_scaffold_45	1	54079	71	3446	6.37216	0.158435	35	45
HiC_scaffold_46	1	53000	269	7890	14.8868	0.744868	35.3	39.1
HiC_scaffold_47	1	52728	1950	26633	50.5102	5.19229	34.9	46.8
HiC_scaffold_48	1	52696	357	21770	41.3124	1.00125	35.6	51.5
HiC_scaffold_49	1	52574	93	4253	8.08955	0.261023	35.3	41
HiC_scaffold_50	1	52452	39	1508	2.87501	0.0787387	35.3	51.4
HiC_scaffold_51	1	52291	167	6265	11.981	0.3924	35	46.8
HiC_scaffold_52	1	50660	334	24758	48.8709	0.957383	35.7	56.7
HiC_scaffold_53	1	50444	1622	31229	61.9083	4.75694	35.6	56.3
HiC_scaffold_54	1	50000	719	43485	86.97	2.08774	35.5	59.7
HiC_scaffold_55	1	49402	98	5697	11.5319	0.294482	35.7	42.3
HiC_scaffold_56	1	48994	279	8324	16.9898	0.797792	35.5	41.5
HiC_scaffold_57	1	48961	116	7632	15.5879	0.350218	34.9	46
HiC_scaffold_58	1	48913	355	27702	56.6353	1.0763	35.9	50.9
HiC_scaffold_59	1	48516	497	12971	26.7355	1.51616	35.5	47.6
HiC_scaffold_60	1	48449	420	28513	58.8516	1.27961	35.6	52.7
HiC_scaffold_61	1	48102	114	6717	13.9641	0.339716	35.3	49.7
HiC_scaffold_62	1	47095	470	33518	71.171	1.48062	35.4	56.7
HiC_scaffold_63	1	45946	626	25557	55.624	2.00451	35.2	50.9
HiC_scaffold_64	1	45702	244	6014	13.1592	0.729312	35	45.9
HiC_scaffold_65	1	45164	437	10889	24.1099	1.31937	34.9	45.7
HiC_scaffold_66	1	45000	837	9864	21.92	2.60158	35.2	46
HiC_scaffold_67	1	44932	573	8902	19.8122	1.52292	35.2	39.7
HiC_scaffold_68	1	44535	54	5695	12.7877	0.179926	35.8	45.1
HiC_scaffold_69	1	43359	384	12558	28.9628	1.29943	35.4	43.5
HiC_scaffold_70	1	43000	359	8782	20.4233	1.06926	35.4	40.2
HiC_scaffold_71	1	42000	352	15183	36.15	1.11529	35.5	47.7
HiC_scaffold_72	1	41780	56	3585	8.58066	0.199067	35.3	42.2
HiC_scaffold_73	1	41131	104	6110	14.855	0.373635	35.7	46.1
HiC_scaffold_74	1	41000	150	12388	30.2146	0.536537	35.7	56.2
HiC_scaffold_75	1	40673	168	5183	12.7431	0.608782	35.1	39.8
HiC_scaffold_76	1	40021	295	4994	12.4784	0.994428	35.2	39.1
HiC_scaffold_77	1	40000	41	3758	9.395	0.148425	35.5	49.6
HiC_scaffold_78	1	39995	183	18278	45.7007	0.67996	35.4	51
HiC_scaffold_79	1	39987	34	3726	9.31803	0.127291	35.4	45.6
HiC_scaffold_80	1	39907	89	5121	12.8323	0.325356	35.2	52.8
HiC_scaffold_81	1	39785	293	6197	15.5762	0.890109	35.1	44
HiC_scaffold_82	1	39714	1430	11515	28.9948	4.99748	35.1	44
HiC_scaffold_83	1	39603	156	12668	31.9875	0.582936	35.1	53.9
HiC_scaffold_84	1	39032	1165	24443	62.623	4.17483	35.3	49.3
HiC_scaffold_85	1	38821	344	10489	27.0189	1.26733	35.5	44.7
HiC_scaffold_86	1	38551	294	4681	12.1424	0.950792	35.2	47.6
HiC_scaffold_87	1	38336	243	7907	20.6255	0.938804	35.2	42.2
HiC_scaffold_88	1	38081	227	6392	16.7853	0.853444	35.8	57.8
HiC_scaffold_89	1	37423	106	1096	2.92868	0.382198	35.6	44.7
HiC_scaffold_90	1	37049	367	11065	29.8659	1.4402	35.7	43.6
HiC_scaffold_91	1	37000	468	29614	80.0378	1.86043	35.6	60
HiC_scaffold_92	1	36719	136	5418	14.7553	0.54081	35.3	50.6
HiC_scaffold_93	1	36624	394	7265	19.8367	1.44583	35.2	39.5
HiC_scaffold_94	1	36550	124	3655	10	0.499289	35.7	42.9
HiC_scaffold_95	1	35915	1545	20102	55.971	5.99875	35	43.8
HiC_scaffold_96	1	35569	384	11803	33.1834	1.5886	35.7	46.4
HiC_scaffold_97	1	35569	113	6199	17.4281	0.428238	34.8	47.6
HiC_scaffold_98	1	35521	158	3987	11.2243	0.416092	35.2	48.8
HiC_scaffold_99	1	35305	1172	25672	72.7149	4.3604	35.4	57.8
HiC_scaffold_100	1	35285	366	25835	73.2181	1.50469	35.4	57.3
HiC_scaffold_101	1	35090	172	11337	32.3083	0.653634	34.9	53.8
HiC_scaffold_102	1	34736	38	3742	10.7727	0.164037	36.1	47.5
HiC_scaffold_103	1	34662	847	17077	49.2672	3.31625	35.5	40.9
HiC_scaffold_104	1	34539	90	9088	26.3123	0.390254	35.3	49
HiC_scaffold_105	1	34367	61	4244	12.3491	0.25571	35.8	51.3
HiC_scaffold_106	1	34092	21	1345	3.94521	0.0813387	35.6	53.2
HiC_scaffold_107	1	34034	1351	30400	89.3224	5.70259	35.5	58.5
HiC_scaffold_108	1	34000	210	4936	14.5176	0.908676	35.3	39.4
HiC_scaffold_109	1	33013	317	11402	34.5379	1.34238	34.4	42.1
HiC_scaffold_110	1	32894	30	2325	7.06816	0.133155	35.3	55
HiC_scaffold_111	1	32703	73	6833	20.8941	0.328471	35.8	46.6
HiC_scaffold_112	1	32055	139	9119	28.448	0.631477	35.2	51.6
HiC_scaffold_113	1	31996	288	4595	14.3612	0.919209	35.3	43.8
HiC_scaffold_114	1	31869	184	6698	21.0173	0.683266	35.5	49
HiC_scaffold_115	1	31497	301	8079	25.6501	1.41499	35.2	42.8
HiC_scaffold_116	1	31452	188	14860	47.2466	0.874889	35.5	55
HiC_scaffold_117	1	31435	121	10746	34.1848	0.56154	35.5	51.3
HiC_scaffold_118	1	31168	226	15352	49.2556	1.05576	35.4	57.3
HiC_scaffold_119	1	31094	67	3340	10.7416	0.319547	35.5	48.6
HiC_scaffold_120	1	31000	110	8727	28.1516	0.524548	35.4	47
HiC_scaffold_121	1	30892	49	3330	10.7795	0.22747	35.2	42
HiC_scaffold_122	1	30671	173	5672	18.493	0.83874	35.5	40.3
HiC_scaffold_123	1	30159	382	24055	79.7606	1.87241	35.6	60
HiC_scaffold_124	1	30112	20	2464	8.18278	0.0993624	35.4	39.8
HiC_scaffold_125	1	30000	91	3141	10.47	0.452233	35.3	39.8
HiC_scaffold_126	1	30000	35	2899	9.66333	0.1702	35.7	48.8
HiC_scaffold_127	1	29632	426	5842	19.7152	1.92454	35.2	42.6
HiC_scaffold_128	1	29216	125	9434	32.2905	0.634242	35.8	49.6
HiC_scaffold_129	1	29000	51	2229	7.68621	0.222552	36	52.1
HiC_scaffold_130	1	28743	20	1431	4.9786	0.103469	35.5	56
HiC_scaffold_131	1	28267	552	9369	33.1447	2.91757	35.5	40.2
HiC_scaffold_132	1	28006	350	6605	23.5842	1.84482	35.3	40.3
HiC_scaffold_133	1	27859	134	10660	38.2641	0.700923	35.4	55.1
HiC_scaffold_134	1	27837	388	23300	83.7015	1.99256	35.5	59.5
HiC_scaffold_135	1	27503	123	4630	16.8345	0.652802	35.4	38
HiC_scaffold_136	1	27405	392	23634	86.2397	2.0728	35.4	60
HiC_scaffold_137	1	27128	4	506	1.86523	0.0218962	35.1	46.2
HiC_scaffold_138	1	27000	178	13664	50.6074	0.976556	35.5	51.3
