#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
HiC_scaffold_1	1	75050035	977454	59732916	79.5908	1.89389	35.6	59.2
HiC_scaffold_2	1	56816963	744381	45314888	79.7559	1.90454	35.5	59.2
HiC_scaffold_3	1	109611085	1369449	84863953	77.4228	1.81818	35.6	58.8
HiC_scaffold_4	1	81599725	1049555	64248514	78.7362	1.87006	35.6	59.1
HiC_scaffold_5	1	72353455	950571	57901890	80.0264	1.91047	35.6	59.3
HiC_scaffold_6	1	67692486	891806	54010284	79.7877	1.91573	35.6	59.2
HiC_scaffold_7	1	59159807	766367	46663125	78.8764	1.88201	35.6	59.1
HiC_scaffold_8	1	13479537	90255	7797900	57.8499	0.977845	35.5	59.5
HiC_scaffold_9	1	58964884	769717	46757912	79.2979	1.89694	35.6	59.1
HiC_scaffold_10	1	36732878	476994	28885677	78.6371	1.88432	35.5	59
HiC_scaffold_11	1	27384	209	6394	23.3494	1.10499	35.4	46
HiC_scaffold_12	1	33592	1076	7512	22.3625	4.23256	35.1	45.1
HiC_scaffold_13	1	184337	10648	148433	80.5226	8.10661	35.5	52.5
HiC_scaffold_14	1	85992	2956	50885	59.1741	4.80781	34.9	44.4
HiC_scaffold_15	1	87022	542	18709	21.4992	0.84258	35.4	44.3
HiC_scaffold_16	1	89609	3028	11067	12.3503	3.73369	35.7	50.7
HiC_scaffold_17	1	164154	4541	59006	35.9455	4.01026	35.4	50.3
HiC_scaffold_18	1	104921	179	11627	11.0817	0.235196	35.2	44.9
HiC_scaffold_19	1	103720	678	39037	37.6369	0.942692	35.4	48.5
HiC_scaffold_20	1	90353	1144	34368	38.0375	1.77675	35	47.7
HiC_scaffold_21	1	85252	400	25101	29.4433	0.661873	35.5	47
HiC_scaffold_22	1	80500	490	23031	28.6099	0.895764	35.4	49.7
HiC_scaffold_23	1	75743	381	22712	29.9856	0.736939	35.5	54.3
HiC_scaffold_24	1	75592	1787	17960	23.7591	3.33193	35.5	42.9
HiC_scaffold_25	1	72691	1888	35787	49.2317	3.72035	35.5	53.8
HiC_scaffold_26	1	71458	744	39834	55.7446	1.50262	35.6	48.4
HiC_scaffold_27	1	70045	3671	55548	79.3033	7.37337	35.3	51
HiC_scaffold_28	1	68558	107	5631	8.21348	0.219405	35.5	55.2
