#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
HiC_scaffold_1	1	75050035	663190	51602046	68.7569	1.28987	35.3	59.1
HiC_scaffold_2	1	56816963	505713	39224410	69.0364	1.29817	35.3	59.2
HiC_scaffold_3	1	109611085	932344	73247619	66.825	1.24197	35.3	58.7
HiC_scaffold_4	1	81599725	713645	55606256	68.1452	1.27647	35.3	59.1
HiC_scaffold_5	1	72353455	645436	50168310	69.3378	1.30204	35.3	59.3
HiC_scaffold_6	1	67692486	604104	46759272	69.076	1.30227	35.3	59.2
HiC_scaffold_7	1	59159807	522937	40409242	68.3052	1.28836	35.3	59
HiC_scaffold_8	1	13479537	62379	6311144	46.8202	0.677936	35.3	59.5
HiC_scaffold_9	1	58964884	524837	40555306	68.7787	1.29756	35.3	59.1
HiC_scaffold_10	1	36732878	324684	25048313	68.1904	1.28788	35.3	59
HiC_scaffold_11	1	27384	149	5881	21.476	0.799299	35.2	46.2
HiC_scaffold_12	1	33592	1934	8024	23.8866	7.73541	34.9	45.7
HiC_scaffold_13	1	184337	5399	140451	76.1925	4.08542	35.3	52.3
HiC_scaffold_14	1	85992	1756	40807	47.4544	2.83844	34.8	45
HiC_scaffold_15	1	87022	879	25800	29.6477	1.38328	35	45.6
HiC_scaffold_16	1	89609	2155	8288	9.24907	2.57703	35.6	51
HiC_scaffold_17	1	164154	1727	48785	29.719	1.51997	35.1	52.5
HiC_scaffold_18	1	104921	231	21369	20.3668	0.312283	34.9	50.7
HiC_scaffold_19	1	103720	391	29425	28.3696	0.534651	35.1	46.7
HiC_scaffold_20	1	90353	662	29729	32.9032	1.03444	34.9	49.6
HiC_scaffold_21	1	85252	258	18888	22.1555	0.43565	35.3	47.6
HiC_scaffold_22	1	80500	388	19307	23.9839	0.714447	35.4	46
HiC_scaffold_23	1	75743	265	19726	26.0433	0.510397	35.4	55.2
HiC_scaffold_24	1	75592	1125	16412	21.7113	2.08001	35.2	43.2
HiC_scaffold_25	1	72691	1231	35132	48.3306	2.43025	35.2	54.1
HiC_scaffold_26	1	71458	560	35455	49.6166	1.13716	35.4	47.4
HiC_scaffold_27	1	70045	2418	52830	75.4229	4.87358	35.1	50.8
HiC_scaffold_28	1	68558	55	4035	5.88553	0.115464	35.4	52.6
HiC_scaffold_29	1	68222	827	17831	26.1367	1.80399	35.5	44.3
HiC_scaffold_30	1	67017	501	33631	50.1828	1.08446	35	48.3
HiC_scaffold_31	1	65972	37	4597	6.96811	0.0836719	35.5	44.5
HiC_scaffold_32	1	64000	508	29312	45.8	1.07909	35.3	50
HiC_scaffold_33	1	62684	544	17189	27.4217	1.09768	35.2	43.3
HiC_scaffold_34	1	60035	296	21793	36.3005	0.648372	35.2	55.1
HiC_scaffold_35	1	59483	145	13457	22.6233	0.358506	35.2	50.5
HiC_scaffold_36	1	58601	503	5006	8.54252	1.24419	34.8	42.4
HiC_scaffold_37	1	57907	142	10252	17.7042	0.359663	35.2	49.1
HiC_scaffold_38	1	57623	194	2594	4.50167	0.458931	35.2	38.4
HiC_scaffold_39	1	56881	500	19028	33.4523	1.03773	35.1	48.2
HiC_scaffold_40	1	56115	330	8100	14.4346	0.738412	35.3	38.9
HiC_scaffold_41	1	55753	307	16399	29.4137	0.803957	34.9	41.4
HiC_scaffold_42	1	55361	57	3529	6.37452	0.150756	34.6	49
HiC_scaffold_43	1	55333	519	10612	19.1784	1.33419	35	40
HiC_scaffold_44	1	54697	1511	46969	85.8713	4.0564	35.3	55.3
HiC_scaffold_45	1	54079	75	3223	5.9598	0.142976	35.3	46.2
HiC_scaffold_46	1	53000	210	6316	11.917	0.577811	34.9	38.8
HiC_scaffold_47	1	52728	982	23075	43.7623	2.63308	34.7	46.5
HiC_scaffold_48	1	52696	240	19922	37.8055	0.665838	35.3	54
HiC_scaffold_49	1	52574	99	5176	9.84517	0.269487	35.4	42
HiC_scaffold_50	1	52452	31	1044	1.99039	0.045146	34.9	53.6
HiC_scaffold_51	1	52291	143	6126	11.7152	0.368649	35.4	44.6
HiC_scaffold_52	1	50660	321	26271	51.8575	0.923273	35.4	56.9
HiC_scaffold_53	1	50444	1092	32517	64.4616	3.2073	35.3	55.4
HiC_scaffold_54	1	50000	535	37919	75.838	1.54168	35.5	59.7
HiC_scaffold_55	1	49402	74	4854	9.82551	0.221408	35.1	43.7
HiC_scaffold_56	1	48994	175	6584	13.4384	0.511063	35.4	42.3
HiC_scaffold_57	1	48961	98	6099	12.4569	0.296481	35	41.6
HiC_scaffold_58	1	48913	176	18024	36.8491	0.52851	35.6	51.5
HiC_scaffold_59	1	48516	479	10506	21.6547	1.46411	35.3	47.1
HiC_scaffold_60	1	48449	261	22910	47.2868	0.794898	35.5	53.1
