#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
HiC_scaffold_1	1	75050035	801725	56006594	74.6257	1.55811	35.4	59.1
HiC_scaffold_2	1	56816963	610154	42438259	74.6929	1.56475	35.4	59.2
HiC_scaffold_3	1	109611085	1127605	79623162	72.6415	1.50029	35.4	58.7
HiC_scaffold_4	1	81599725	863393	60328704	73.9325	1.54256	35.4	59.1
HiC_scaffold_5	1	72353455	783158	54467916	75.2803	1.57836	35.4	59.3
HiC_scaffold_6	1	67692486	731002	50682247	74.8713	1.57417	35.4	59.2
HiC_scaffold_7	1	59159807	635006	43982103	74.3446	1.56392	35.4	59
HiC_scaffold_8	1	13479537	148918	10250395	76.0441	1.61743	35.4	59.5
HiC_scaffold_9	1	58964884	635502	44018201	74.6516	1.57059	35.4	59.1
HiC_scaffold_10	1	36732878	393917	27169019	73.9638	1.56003	35.3	59
HiC_scaffold_11	1	27384	168	5441	19.8693	0.90929	35	42.6
HiC_scaffold_12	1	33592	1131	6558	19.5225	4.36765	34.9	45.2
HiC_scaffold_13	1	184337	6005	140073	75.9875	4.55345	35.4	53.2
HiC_scaffold_14	1	85992	2438	43074	50.0907	3.92025	34.7	45.5
HiC_scaffold_15	1	87022	1265	29752	34.1891	1.99078	35.1	46.3
HiC_scaffold_16	1	89609	2618	11102	12.3894	3.14362	35.6	50.8
HiC_scaffold_17	1	164154	4083	71425	43.511	3.6043	35.2	51.6
HiC_scaffold_18	1	104921	486	40962	39.0408	0.668427	35.4	52.9
HiC_scaffold_19	1	103720	388	30145	29.0638	0.542162	35.3	47.7
HiC_scaffold_20	1	90353	718	33100	36.6341	1.14463	35.1	49.3
HiC_scaffold_21	1	85252	372	25414	29.8104	0.625299	35.6	47.9
HiC_scaffold_22	1	80500	430	22942	28.4994	0.789988	35.4	48.3
HiC_scaffold_23	1	75743	338	22176	29.278	0.656153	35	54.1
HiC_scaffold_24	1	75592	1250	17624	23.3146	2.31398	35.2	43.7
HiC_scaffold_25	1	72691	1605	36999	50.899	3.15508	35.3	53.7
HiC_scaffold_26	1	71458	583	36307	50.8089	1.17511	35.5	48.6
HiC_scaffold_27	1	70045	2886	53765	76.7578	5.85262	35.2	52.9
HiC_scaffold_28	1	68558	117	5522	8.05449	0.230243	35.1	55.9
