#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
HiC_scaffold_1	1	75050035	875984	57712691	76.899	1.69978	35.5	59.2
HiC_scaffold_2	1	56816963	662686	43629995	76.7904	1.69727	35.5	59.2
HiC_scaffold_3	1	109611085	1234998	82099455	74.9007	1.6418	35.5	58.7
HiC_scaffold_4	1	81599725	945565	62147494	76.1614	1.68723	35.5	59.1
HiC_scaffold_5	1	72353455	849374	55933506	77.3059	1.70979	35.5	59.3
HiC_scaffold_6	1	67692486	799716	52206657	77.1233	1.71979	35.5	59.2
HiC_scaffold_7	1	59159807	689510	45104468	76.2417	1.69577	35.5	59.1
HiC_scaffold_8	1	13479537	81876	7432752	55.141	0.888037	35.5	59.5
HiC_scaffold_9	1	58964884	693609	45334406	76.8837	1.7123	35.5	59.2
HiC_scaffold_10	1	36732878	428970	27906637	75.9718	1.69723	35.5	59
HiC_scaffold_11	1	27384	150	5347	19.526	0.806968	35.5	44
HiC_scaffold_12	1	33592	1583	7167	21.3354	6.31112	35	46.3
HiC_scaffold_13	1	184337	7332	147288	79.9015	5.6292	35.5	53.7
HiC_scaffold_14	1	85992	2139	46337	53.8852	3.41398	34.9	46
HiC_scaffold_15	1	87022	931	28916	33.2284	1.46006	35.2	46.3
HiC_scaffold_16	1	89609	1950	7789	8.69221	2.35393	35.7	51.3
HiC_scaffold_17	1	164154	2283	57908	35.2766	1.99985	35.3	51.6
HiC_scaffold_18	1	104921	493	42189	40.2103	0.688318	35.5	52.5
HiC_scaffold_19	1	103720	471	33940	32.7227	0.661994	35.6	48.4
HiC_scaffold_20	1	90353	657	30855	34.1494	1.04698	35.1	51.1
HiC_scaffold_21	1	85252	355	24764	29.048	0.601652	35.4	47.5
HiC_scaffold_22	1	80500	471	23695	29.4348	0.862087	35.6	50
HiC_scaffold_23	1	75743	407	23666	31.2451	0.783227	35.6	53.8
HiC_scaffold_24	1	75592	1421	15755	20.8422	2.64979	35.3	43.5
HiC_scaffold_25	1	72691	1742	35313	48.5796	3.4622	35.4	54.4
