#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
HiC_scaffold_1	1	75050035	775486	53996686	71.9476	1.49467	35.4	59
HiC_scaffold_2	1	56816963	586729	40800042	71.8096	1.49333	35.4	59
HiC_scaffold_3	1	109611085	1063265	74979221	68.4048	1.40329	35.4	58.6
HiC_scaffold_4	1	81599725	829345	57900588	70.9568	1.47041	35.5	59
HiC_scaffold_5	1	72353455	757037	52640820	72.7551	1.51405	35.4	59.2
HiC_scaffold_6	1	67692486	703243	49008190	72.3983	1.50379	35.4	59.1
HiC_scaffold_7	1	59159807	604711	41961139	70.9285	1.47709	35.4	58.9
HiC_scaffold_8	1	13479537	144831	9988468	74.101	1.56672	35.4	59.4
HiC_scaffold_9	1	58964884	614895	42459401	72.0079	1.50813	35.4	59
HiC_scaffold_10	1	36732878	380007	25950593	70.6468	1.49224	35.4	58.8
HiC_scaffold_11	1	27384	122	4682	17.0976	0.646217	34.6	44.6
HiC_scaffold_12	1	33592	1130	8218	24.4642	4.44186	34.9	45
HiC_scaffold_13	1	184337	5166	141534	76.78	3.98393	35.4	54.2
HiC_scaffold_14	1	85992	984	35228	40.9666	1.61001	35	44.9
HiC_scaffold_15	1	87022	767	17400	19.9949	1.18955	35.2	43.8
HiC_scaffold_16	1	89609	3885	9593	10.7054	4.66557	35.8	51.2
HiC_scaffold_17	1	164154	4109	61106	37.2248	3.63412	35.2	51.5
HiC_scaffold_18	1	104921	48	3951	3.76569	0.0650108	35.2	46
HiC_scaffold_19	1	103720	542	29756	28.6888	0.73227	35.3	47.3
HiC_scaffold_20	1	90353	717	23661	26.1873	1.09837	35	47.6
HiC_scaffold_21	1	85252	207	12610	14.7914	0.318397	35	46.9
HiC_scaffold_22	1	80500	259	19270	23.9379	0.473143	35.4	52.7
HiC_scaffold_23	1	75743	372	20071	26.4988	0.718918	35.4	52.8
HiC_scaffold_24	1	75592	1395	17956	23.7538	2.59805	35.3	42
HiC_scaffold_25	1	72691	440	25645	35.2795	0.840833	35.3	53.3
HiC_scaffold_26	1	71458	723	33285	46.5798	1.46444	35.4	45.6
HiC_scaffold_27	1	70045	1821	49006	69.9636	3.66439	35.1	49.6
HiC_scaffold_28	1	68558	69	3842	5.60401	0.135972	35.6	52.8
HiC_scaffold_29	1	68222	468	16712	24.4965	1.0125	35.3	48.7
HiC_scaffold_30	1	67017	580	29659	44.2559	1.26701	35.1	45.8
HiC_scaffold_31	1	65972	54	6231	9.44492	0.118505	35.5	43.6
HiC_scaffold_32	1	64000	630	32267	50.4172	1.3547	35.5	49.4
HiC_scaffold_33	1	62684	496	16484	26.297	0.983983	35.3	42.9
HiC_scaffold_34	1	60035	392	26787	44.619	0.884484	35.3	54.8
HiC_scaffold_35	1	59483	99	10306	17.326	0.244843	35.9	49.5
HiC_scaffold_36	1	58601	1123	6445	10.9981	2.77876	35.2	46.8
HiC_scaffold_37	1	57907	180	11020	19.0305	0.440517	35.5	48.6
HiC_scaffold_38	1	57623	348	3230	5.6054	0.764434	35.3	39.2
HiC_scaffold_39	1	56881	552	7910	13.9062	0.970271	35.3	46.2
HiC_scaffold_40	1	56115	390	7449	13.2745	0.884558	35.5	38.4
HiC_scaffold_41	1	55753	401	12139	21.7728	1.05239	35.1	40.3
HiC_scaffold_42	1	55361	107	4593	8.29645	0.274164	35	49.3
HiC_scaffold_43	1	55333	188	7009	12.6669	0.472575	35	43.5
HiC_scaffold_44	1	54697	1042	39719	72.6164	2.77461	35.5	54.1
HiC_scaffold_45	1	54079	57	4023	7.43912	0.126519	35.8	46.9
HiC_scaffold_46	1	53000	406	7637	14.4094	1.13609	35.2	38.7
HiC_scaffold_47	1	52728	1136	23559	44.6802	2.9894	35.1	44.1
HiC_scaffold_48	1	52696	212	14422	27.3683	0.58661	35.8	51.4
HiC_scaffold_49	1	52574	46	2516	4.78564	0.125271	35.7	43.8
HiC_scaffold_50	1	52452	47	1280	2.44033	0.0679669	35.2	51.7
HiC_scaffold_51	1	52291	286	4998	9.55805	0.783347	35.4	46.2
HiC_scaffold_52	1	50660	383	26396	52.1042	1.11309	35.5	55.7
HiC_scaffold_53	1	50444	610	26491	52.5157	1.78985	35.3	56
HiC_scaffold_54	1	50000	570	38814	77.628	1.66398	35.4	59.6
HiC_scaffold_55	1	49402	158	6039	12.2242	0.469232	35.4	42.3
HiC_scaffold_56	1	48994	187	5064	10.336	0.547965	35.3	40.4
HiC_scaffold_57	1	48961	81	4983	10.1775	0.243888	35.3	44.5
HiC_scaffold_58	1	48913	206	16219	33.1589	0.607507	35.8	46.1
HiC_scaffold_59	1	48516	169	8664	17.858	0.511048	35.1	46.8
HiC_scaffold_60	1	48449	230	20638	42.5974	0.705216	35.5	50.3
HiC_scaffold_61	1	48102	130	8719	18.1261	0.369403	35.2	47.5
HiC_scaffold_62	1	47095	430	31011	65.8478	1.35479	35.5	54.4
HiC_scaffold_63	1	45946	357	24069	52.3854	1.13975	35.4	58.4
HiC_scaffold_64	1	45702	305	5809	12.7106	0.863332	34.8	45.1
HiC_scaffold_65	1	45164	175	8747	19.3672	0.532216	34.9	43.7
HiC_scaffold_66	1	45000	4484	12185	27.0778	13.7287	35.2	47.7
HiC_scaffold_67	1	44932	691	9942	22.1268	1.8917	35.1	40.6
HiC_scaffold_68	1	44535	22	2628	5.90098	0.0727518	35.1	43.4
HiC_scaffold_69	1	43359	407	8085	18.6466	1.3748	35.7	42
HiC_scaffold_70	1	43000	960	14516	33.7581	3.03284	35.1	43.7
HiC_scaffold_71	1	42000	297	12068	28.7333	0.850381	35.3	47.9
HiC_scaffold_72	1	41780	16	1555	3.72188	0.0573719	34.7	39.1
HiC_scaffold_73	1	41131	35	2855	6.94124	0.126596	35.1	48.9
HiC_scaffold_74	1	41000	170	12878	31.4098	0.613049	35.3	53.6
HiC_scaffold_75	1	40673	113	5132	12.6177	0.390996	35.1	41.2
HiC_scaffold_76	1	40021	45	1362	3.40321	0.120412	34.9	43.9
HiC_scaffold_77	1	40000	35	3061	7.6525	0.127075	35.2	55.1
HiC_scaffold_78	1	39995	151	13159	32.9016	0.550269	35.6	51.3
HiC_scaffold_79	1	39987	8	848	2.12069	0.0294846	35.8	42.8
HiC_scaffold_80	1	39907	45	3975	9.96066	0.167289	35.5	56.4
HiC_scaffold_81	1	39785	284	5835	14.6663	0.765992	35	44.3
HiC_scaffold_82	1	39714	966	10525	26.502	3.35567	35	42.7
HiC_scaffold_83	1	39603	90	8986	22.6902	0.336389	35.3	52.9
HiC_scaffold_84	1	39032	542	13310	34.1002	1.90282	35.2	48.3
HiC_scaffold_85	1	38821	183	7400	19.0618	0.669844	35.3	45.9
HiC_scaffold_86	1	38551	124	5439	14.1086	0.376385	35.5	45.1
HiC_scaffold_87	1	38336	76	4097	10.6871	0.29304	35.3	44.6
HiC_scaffold_88	1	38081	225	6099	16.0159	0.84596	35.1	54.3
HiC_scaffold_89	1	37423	70	1518	4.05633	0.259172	35.5	46.2
HiC_scaffold_90	1	37049	200	9695	26.168	0.789279	35.3	47.9
HiC_scaffold_91	1	37000	394	28836	77.9351	1.55786	35.2	59.7
