#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
HiC_scaffold_1	1	75050035	902483	58977122	78.5837	1.76022	35.5	59.1
HiC_scaffold_2	1	56816963	684598	44683313	78.6443	1.76259	35.4	59.2
HiC_scaffold_3	1	109611085	1270878	83993295	76.6285	1.69806	35.5	58.7
HiC_scaffold_4	1	81599725	969581	63479960	77.7943	1.73908	35.5	59.1
HiC_scaffold_5	1	72353455	879395	57242902	79.1156	1.77902	35.5	59.3
HiC_scaffold_6	1	67692486	819958	53302223	78.7417	1.77272	35.5	59.2
HiC_scaffold_7	1	59159807	710444	46155637	78.0186	1.75543	35.4	59
HiC_scaffold_8	1	13479537	83698	7682434	56.9933	0.913297	35.4	59.4
HiC_scaffold_9	1	58964884	713978	46263523	78.4594	1.77014	35.4	59.1
HiC_scaffold_10	1	36732878	442149	28500373	77.5882	1.75683	35.4	59
HiC_scaffold_11	1	27384	173	6528	23.8387	0.915389	35.1	44.5
HiC_scaffold_12	1	33592	2340	7162	21.3206	9.14602	34.8	45.8
HiC_scaffold_13	1	184337	7589	145277	78.8105	5.77031	35.5	52.4
HiC_scaffold_14	1	85992	3924	51429	59.8067	6.28738	34.7	45.5
HiC_scaffold_15	1	87022	1023	28366	32.5964	1.5898	35.2	45.6
HiC_scaffold_16	1	89609	2656	12335	13.7654	3.10633	35.7	51.6
HiC_scaffold_17	1	164154	5718	55665	33.9102	5.08138	35.3	50.6
HiC_scaffold_18	1	104921	453	40223	38.3365	0.636288	35.3	54
HiC_scaffold_19	1	103720	448	32736	31.5619	0.620025	35.3	48.2
HiC_scaffold_20	1	90353	759	35829	39.6545	1.20444	35	50.5
HiC_scaffold_21	1	85252	325	22456	26.3407	0.534638	35.1	48.3
HiC_scaffold_22	1	80500	415	21176	26.3056	0.763528	35.4	49.2
HiC_scaffold_23	1	75743	347	21291	28.1095	0.668339	35.4	54
HiC_scaffold_24	1	75592	1451	18695	24.7315	2.71616	35.3	43.2
HiC_scaffold_25	1	72691	1285	35087	48.2687	2.5276	35.3	53.7
HiC_scaffold_26	1	71458	694	40238	56.31	1.41259	35.4	48.1
HiC_scaffold_27	1	70045	2480	54036	77.1447	5.04279	35.1	51.4
