#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
HiC_scaffold_1	1	75050035	767638	54871734	73.1135	1.4938	35.6	59.1
HiC_scaffold_2	1	56816963	579251	41478697	73.0041	1.48831	35.6	59.2
HiC_scaffold_3	1	109611085	1077483	77954683	71.1193	1.43667	35.6	58.7
HiC_scaffold_4	1	81599725	823699	58939707	72.2303	1.4745	35.6	59.1
HiC_scaffold_5	1	72353455	742999	53176171	73.495	1.50029	35.6	59.3
HiC_scaffold_6	1	67692486	700396	49696441	73.415	1.51089	35.6	59.2
HiC_scaffold_7	1	59159807	605979	43010582	72.7024	1.49369	35.5	59
HiC_scaffold_8	1	13479537	71214	6830257	50.6713	0.774809	35.5	59.4
HiC_scaffold_9	1	58964884	604526	43008077	72.9385	1.49782	35.5	59.1
HiC_scaffold_10	1	36732878	375046	26576872	72.3517	1.48847	35.5	59
HiC_scaffold_11	1	27384	260	6518	23.8022	1.41389	34.9	41.6
HiC_scaffold_12	1	33592	1202	7784	23.1722	4.70514	35.1	45.2
HiC_scaffold_13	1	184337	6657	143286	77.7305	5.05869	35.4	52.2
HiC_scaffold_14	1	85992	3379	47335	55.0458	5.47315	35	45.4
HiC_scaffold_15	1	87022	984	28694	32.9733	1.55527	35.3	47.2
HiC_scaffold_16	1	89609	2383	10802	12.0546	2.91695	35.8	50.4
HiC_scaffold_17	1	164154	1727	50619	30.8363	1.51888	35.3	48.8
HiC_scaffold_18	1	104921	127	7966	7.59238	0.174579	35.3	42.1
HiC_scaffold_19	1	103720	430	29355	28.3022	0.591872	35.4	45.8
HiC_scaffold_20	1	90353	668	31583	34.9551	1.05897	35.3	49.3
HiC_scaffold_21	1	85252	319	22248	26.0967	0.531976	35.3	48.3
HiC_scaffold_22	1	80500	396	22013	27.3453	0.720087	35.3	48.6
HiC_scaffold_23	1	75743	304	19385	25.5931	0.582192	35.5	54.1
HiC_scaffold_24	1	75592	626	15196	20.1027	1.17244	35.4	43.2
HiC_scaffold_25	1	72691	2183	37490	51.5745	4.33733	35.4	54.1
HiC_scaffold_26	1	71458	570	36424	50.9726	1.16117	35.7	48.9
HiC_scaffold_27	1	70045	2842	53273	76.0554	5.79191	35.3	53
HiC_scaffold_28	1	68558	54	3749	5.46836	0.112693	35.3	54.1
HiC_scaffold_29	1	68222	727	20539	30.1061	1.58337	35.6	45.3
HiC_scaffold_30	1	67017	594	34566	51.578	1.28326	35.2	46.7
HiC_scaffold_31	1	65972	69	8018	12.1536	0.155566	35.3	45.2
HiC_scaffold_32	1	64000	624	34195	53.4297	1.34259	35.5	50.4
HiC_scaffold_33	1	62684	453	17103	27.2845	0.891328	35.4	42.6
HiC_scaffold_34	1	60035	468	30521	50.8387	1.07604	35.6	55.9
HiC_scaffold_35	1	59483	123	12545	21.0901	0.309181	35.7	49.2
HiC_scaffold_36	1	58601	2211	6266	10.6927	5.51346	35.1	50.6
HiC_scaffold_37	1	57907	152	11110	19.1859	0.379695	35.8	50.5
HiC_scaffold_38	1	57623	219	3201	5.55507	0.500668	35.5	37.7
HiC_scaffold_39	1	56881	661	19249	33.8408	1.37287	35.5	49
HiC_scaffold_40	1	56115	423	8252	14.7055	0.964412	35.5	38.8
HiC_scaffold_41	1	55753	1066	27039	48.4978	2.74866	35.2	41.5
HiC_scaffold_42	1	55361	77	3677	6.64186	0.196745	34.8	49.3
HiC_scaffold_43	1	55333	497	10899	19.6971	1.27268	35	40.2
HiC_scaffold_44	1	54697	2441	47789	87.3704	6.58457	35.5	55.9
HiC_scaffold_45	1	54079	69	3201	5.91912	0.140942	35.7	48.8
HiC_scaffold_46	1	53000	191	6279	11.8472	0.524774	35.3	41.9
HiC_scaffold_47	1	52728	1266	22432	42.5429	3.38627	35	46.2
HiC_scaffold_48	1	52696	192	16882	32.0366	0.530097	35.7	51.7
HiC_scaffold_49	1	52574	77	4143	7.88032	0.212215	35.6	39.4
HiC_scaffold_50	1	52452	25	898	1.71204	0.0364905	36.5	53.2
HiC_scaffold_51	1	52291	191	4843	9.26163	0.480102	35.3	44.7
HiC_scaffold_52	1	50660	418	32102	63.3675	1.21376	35.6	56.3
HiC_scaffold_53	1	50444	1593	33264	65.9424	4.65393	35.7	55.9
HiC_scaffold_54	1	50000	530	38135	76.27	1.5495	35.5	59.7
HiC_scaffold_55	1	49402	74	4608	9.32756	0.222865	35.2	44.5
HiC_scaffold_56	1	48994	182	6711	13.6976	0.516533	35.4	43
HiC_scaffold_57	1	48961	96	4978	10.1673	0.29211	35.4	40.6
HiC_scaffold_58	1	48913	351	26966	55.1305	1.05354	35.7	52.3
HiC_scaffold_59	1	48516	504	12459	25.6802	1.52962	35.6	48.3
HiC_scaffold_60	1	48449	250	22018	45.4457	0.759727	35.7	53
HiC_scaffold_61	1	48102	205	6259	13.0119	0.602823	35.2	48.4
HiC_scaffold_62	1	47095	417	31506	66.8988	1.30819	35.6	56.5
HiC_scaffold_63	1	45946	539	24903	54.2006	1.72936	35.4	52.4
HiC_scaffold_64	1	45702	171	5243	11.4721	0.501597	35.2	47.1
HiC_scaffold_65	1	45164	469	12312	27.2607	1.43955	35.2	44.5
HiC_scaffold_66	1	45000	1009	7991	17.7578	3.14453	35.3	47
HiC_scaffold_67	1	44932	357	7648	17.0213	0.909174	35.6	41.5
HiC_scaffold_68	1	44535	43	4563	10.2459	0.141731	35.6	42
HiC_scaffold_69	1	43359	212	11797	27.2077	0.722572	35.4	43.9
HiC_scaffold_70	1	43000	220	8136	18.9209	0.65193	35.7	40.2
HiC_scaffold_71	1	42000	293	13576	32.3238	0.907762	35.6	49.1
HiC_scaffold_72	1	41780	15	1456	3.48492	0.0536142	34.5	42.1
HiC_scaffold_73	1	41131	68	5658	13.756	0.239698	35.5	45.3
HiC_scaffold_74	1	41000	154	11088	27.0439	0.546	35.7	55.8
HiC_scaffold_75	1	40673	132	4690	11.531	0.471713	35.6	43
HiC_scaffold_76	1	40021	239	5924	14.8022	0.845106	35.1	39.4
HiC_scaffold_77	1	40000	37	4449	11.1225	0.136875	35	49.6
HiC_scaffold_78	1	39995	153	15584	38.9649	0.56187	35.9	53.6
HiC_scaffold_79	1	39987	30	3372	8.43274	0.109586	36.4	42.6
HiC_scaffold_80	1	39907	54	4363	10.9329	0.188739	35.3	52.3
HiC_scaffold_81	1	39785	271	6549	16.461	0.827674	35.1	44.5
HiC_scaffold_82	1	39714	2022	12162	30.624	7.01637	35.3	43.9
HiC_scaffold_83	1	39603	120	9859	24.8946	0.445774	35.8	53.6
