#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
HiC_scaffold_1	1	75050035	1011946	60714889	80.8992	1.96566	35.6	59.1
HiC_scaffold_2	1	56816963	766351	45941158	80.8582	1.96391	35.6	59.2
HiC_scaffold_3	1	109611085	1417084	86309731	78.7418	1.88561	35.6	58.7
HiC_scaffold_4	1	81599725	1084616	65370463	80.1111	1.93738	35.6	59.1
HiC_scaffold_5	1	72353455	980302	58899981	81.4059	1.97508	35.6	59.3
HiC_scaffold_6	1	67692486	917580	54882567	81.0763	1.97514	35.6	59.2
HiC_scaffold_7	1	59159807	794058	47406545	80.133	1.95381	35.6	59.1
HiC_scaffold_8	1	13479537	92846	7990407	59.2781	1.00839	35.6	59.5
HiC_scaffold_9	1	58964884	800564	47639308	80.7927	1.97659	35.6	59.1
HiC_scaffold_10	1	36732878	494771	29393750	80.0203	1.95898	35.5	59
HiC_scaffold_11	1	27384	253	6097	22.2648	1.36364	35.3	43.6
HiC_scaffold_12	1	33592	1413	7370	21.9397	5.55219	35	45
HiC_scaffold_13	1	184337	10078	147717	80.1342	7.65013	35.5	52.3
HiC_scaffold_14	1	85992	2206	49815	57.9298	3.58452	35	44.7
HiC_scaffold_15	1	87022	1334	32644	37.5124	2.10089	35.2	46.5
HiC_scaffold_16	1	89609	3035	11097	12.3838	3.51562	35.8	51.2
HiC_scaffold_17	1	164154	2727	57403	34.969	2.38567	35.4	51.7
HiC_scaffold_18	1	104921	149	9006	8.5836	0.198893	35.1	44.3
HiC_scaffold_19	1	103720	604	36820	35.4994	0.845189	35.3	48.3
HiC_scaffold_20	1	90353	842	34114	37.7564	1.32275	35.3	50.3
HiC_scaffold_21	1	85252	467	26883	31.5336	0.77726	35.3	47.5
HiC_scaffold_22	1	80500	518	25347	31.487	0.952571	35.6	50.3
HiC_scaffold_23	1	75743	425	22562	29.7876	0.820987	35.4	53.8
HiC_scaffold_24	1	75592	1502	20768	27.4738	2.80712	35.3	43.1
HiC_scaffold_25	1	72691	1824	36040	49.5797	3.59379	35.4	53.8
HiC_scaffold_26	1	71458	791	40931	57.2798	1.60353	35.5	49.1
HiC_scaffold_27	1	70045	3221	55279	78.9193	6.5125	35.3	52
HiC_scaffold_28	1	68558	312	7579	11.0549	0.481957	35	54.3
HiC_scaffold_29	1	68222	942	19514	28.6037	2.03855	35.5	45.3
HiC_scaffold_30	1	67017	723	38319	57.178	1.57053	35.3	46.3
HiC_scaffold_31	1	65972	101	9105	13.8013	0.228354	35.7	49.7
HiC_scaffold_32	1	64000	761	35751	55.8609	1.64902	35.6	50
HiC_scaffold_33	1	62684	647	20078	32.0305	1.3238	35.4	42.9
HiC_scaffold_34	1	60035	556	32436	54.0285	1.29686	35.4	56
HiC_scaffold_35	1	59483	161	13356	22.4535	0.40151	35.7	50.4
HiC_scaffold_36	1	58601	1890	6129	10.4589	4.70391	35.2	51.7
HiC_scaffold_37	1	57907	217	12810	22.1217	0.529418	35.7	49.1
HiC_scaffold_38	1	57623	254	2800	4.85917	0.572358	35.4	39.7
HiC_scaffold_39	1	56881	801	22447	39.4631	1.65509	35.5	49
HiC_scaffold_40	1	56115	592	8742	15.5787	1.33551	35.9	38.5
HiC_scaffold_41	1	55753	631	21019	37.7002	1.61914	35.3	42.3
HiC_scaffold_42	1	55361	101	4259	7.69314	0.259244	35.4	48
HiC_scaffold_43	1	55333	713	11819	21.3598	1.85524	35.2	40.5
HiC_scaffold_44	1	54697	2365	49511	90.5187	6.36805	35.5	55.8
HiC_scaffold_45	1	54079	106	4166	7.70354	0.214002	35	46.7
HiC_scaffold_46	1	53000	212	6920	13.0566	0.583132	35.2	40.4
HiC_scaffold_47	1	52728	1606	22217	42.1351	4.24712	34.9	48.4
HiC_scaffold_48	1	52696	541	27092	51.4119	1.50953	35.6	54.7
HiC_scaffold_49	1	52574	177	6398	12.1695	0.489539	35.7	41.6
HiC_scaffold_50	1	52452	39	1508	2.87501	0.0542591	35.7	48.2
HiC_scaffold_51	1	52291	291	7775	14.8687	0.716567	35.3	45.2
HiC_scaffold_52	1	50660	536	32350	63.8571	1.55857	35.6	56.2
HiC_scaffold_53	1	50444	1526	31477	62.3999	4.45105	35.6	56.2
HiC_scaffold_54	1	50000	768	43851	87.702	2.21512	35.5	59.9
HiC_scaffold_55	1	49402	79	5919	11.9813	0.22908	35.1	44.8
HiC_scaffold_56	1	48994	327	9473	19.335	0.947994	35.4	42
HiC_scaffold_57	1	48961	99	7330	14.9711	0.287229	35.2	45.1
HiC_scaffold_58	1	48913	328	26047	53.2517	0.990984	35.7	50.5
HiC_scaffold_59	1	48516	454	16012	33.0035	1.37907	35.4	49.2
HiC_scaffold_60	1	48449	467	32010	66.0695	1.41854	35.5	52.4
HiC_scaffold_61	1	48102	217	10462	21.7496	0.641512	35.2	47.1
HiC_scaffold_62	1	47095	556	34264	72.7551	1.73159	35.6	55.9
HiC_scaffold_63	1	45946	638	27084	58.9475	2.05578	35.4	53.4
HiC_scaffold_64	1	45702	204	5977	13.0782	0.609383	35.4	48.6
HiC_scaffold_65	1	45164	359	12465	27.5994	1.06556	35.2	42.9
HiC_scaffold_66	1	45000	1422	9606	21.3467	4.39622	35.2	47.6
HiC_scaffold_67	1	44932	749	10150	22.5897	2.07271	35.3	40.9
HiC_scaffold_68	1	44535	46	4601	10.3312	0.144448	35.9	44.1
HiC_scaffold_69	1	43359	393	11570	26.6842	1.33105	35.4	43.2
HiC_scaffold_70	1	43000	379	13208	30.7163	1.16333	35.5	42.6
HiC_scaffold_71	1	42000	430	13151	31.3119	1.32169	35.5	48.1
HiC_scaffold_72	1	41780	31	2404	5.75395	0.110029	35.4	41.7
HiC_scaffold_73	1	41131	58	4170	10.1383	0.209744	35.1	47.8
HiC_scaffold_74	1	41000	184	12500	30.4878	0.659756	35.4	56.2
HiC_scaffold_75	1	40673	174	5504	13.5323	0.634426	35.6	40.8
HiC_scaffold_76	1	40021	225	5880	14.6923	0.776917	35.2	39.9
HiC_scaffold_77	1	40000	78	5297	13.2425	0.27245	35.5	54
HiC_scaffold_78	1	39995	183	17203	43.0129	0.666683	35.8	53.6
HiC_scaffold_79	1	39987	32	2358	5.89692	0.118764	35.8	42.3
HiC_scaffold_80	1	39907	58	4274	10.7099	0.202596	35.6	55.1
HiC_scaffold_81	1	39785	391	6960	17.494	1.16157	35.5	43.6
HiC_scaffold_82	1	39714	1858	11446	28.8211	6.45843	35.2	44
HiC_scaffold_83	1	39603	193	12860	32.4723	0.721334	35.5	52.6
HiC_scaffold_84	1	39032	1469	26801	68.6642	5.23271	35.4	48.2
HiC_scaffold_85	1	38821	315	9056	23.3276	1.15677	35.6	44.9
HiC_scaffold_86	1	38551	248	4489	11.6443	0.794921	35.1	48.9
HiC_scaffold_87	1	38336	375	8823	23.0149	1.45294	35.4	42
HiC_scaffold_88	1	38081	222	7254	19.0489	0.778892	35.5	55.2
HiC_scaffold_89	1	37423	109	1451	3.87729	0.389226	35	45.5
HiC_scaffold_90	1	37049	266	13229	35.7068	1.061	35.4	45.8
HiC_scaffold_91	1	37000	541	30992	83.7622	2.12422	35.7	60
HiC_scaffold_92	1	36719	141	4951	13.4835	0.570577	35.4	51.8
HiC_scaffold_93	1	36624	413	6406	17.4913	1.49347	35.3	40.8
HiC_scaffold_94	1	36550	150	3889	10.6402	0.612285	35.9	41.4
HiC_scaffold_95	1	35915	929	18603	51.7973	3.62846	35	43
HiC_scaffold_96	1	35569	363	12655	35.5787	1.50173	35.5	48.2
