#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
HiC_scaffold_1	1	75050035	682882	51930947	69.1951	1.32606	35.5	59.1
HiC_scaffold_2	1	56816963	519576	39311044	69.1889	1.33142	35.5	59.2
HiC_scaffold_3	1	109611085	954407	73534717	67.0869	1.26967	35.5	58.7
HiC_scaffold_4	1	81599725	734158	55871476	68.4702	1.31151	35.5	59.1
HiC_scaffold_5	1	72353455	663783	50429939	69.6994	1.33722	35.5	59.3
HiC_scaffold_6	1	67692486	619683	46969140	69.386	1.33411	35.5	59.2
HiC_scaffold_7	1	59159807	536952	40648305	68.7093	1.32166	35.5	59
HiC_scaffold_8	1	13479537	63128	6276536	46.5634	0.685302	35.5	59.5
HiC_scaffold_9	1	58964884	538669	40713631	69.0473	1.33076	35.5	59.1
HiC_scaffold_10	1	36732878	335991	25240283	68.7131	1.32978	35.4	59
HiC_scaffold_11	1	27384	170	4872	17.7914	0.906369	35.5	43.8
HiC_scaffold_12	1	33592	1284	7553	22.4845	5.00226	35	44.8
HiC_scaffold_13	1	184337	5598	140866	76.4176	4.2648	35.4	52.8
HiC_scaffold_14	1	85992	2402	44538	51.7932	3.89242	34.8	45.8
HiC_scaffold_15	1	87022	647	21870	25.1316	1.01133	35.3	46.1
HiC_scaffold_16	1	89609	2649	9255	10.3282	3.20536	35.6	51
HiC_scaffold_17	1	164154	2115	49936	30.4202	1.84457	35.3	51.5
HiC_scaffold_18	1	104921	409	37429	35.6735	0.569085	35.3	51.9
HiC_scaffold_19	1	103720	426	27532	26.5445	0.57797	35.2	48.3
HiC_scaffold_20	1	90353	552	31150	34.4759	0.870353	35.2	48.8
HiC_scaffold_21	1	85252	301	22452	26.336	0.509126	35.3	47.2
HiC_scaffold_22	1	80500	373	21147	26.2696	0.686857	35.4	48.2
HiC_scaffold_23	1	75743	273	20170	26.6295	0.531363	35.5	55.2
HiC_scaffold_24	1	75592	928	16520	21.8542	1.74309	35.3	43.3
HiC_scaffold_25	1	72691	1484	35587	48.9565	2.91599	35.3	53.3
HiC_scaffold_26	1	71458	511	33488	46.8639	1.04033	35.4	48.9
HiC_scaffold_27	1	70045	2274	52612	75.1117	4.61105	35.3	52.1
HiC_scaffold_28	1	68558	143	7348	10.7179	0.275577	34.9	52.7
HiC_scaffold_29	1	68222	676	19161	28.0862	1.46715	35.5	44.8
HiC_scaffold_30	1	67017	544	32008	47.761	1.17603	35.4	47.3
HiC_scaffold_31	1	65972	52	5649	8.56272	0.114336	35.3	44.9
HiC_scaffold_32	1	64000	581	31182	48.7219	1.24297	35.6	51.4
HiC_scaffold_33	1	62684	471	16873	26.9176	0.920474	35.2	41.7
HiC_scaffold_34	1	60035	437	30121	50.1724	1.00513	35.4	55.5
HiC_scaffold_35	1	59483	113	10590	17.8034	0.283173	35.6	51.4
HiC_scaffold_36	1	58601	135	4219	7.19954	0.34095	35	42.7
HiC_scaffold_37	1	57907	121	9711	16.77	0.292314	35.4	48.6
HiC_scaffold_38	1	57623	266	3188	5.53251	0.615987	35.3	38.9
HiC_scaffold_39	1	56881	631	18177	31.9562	1.24228	35.4	49
HiC_scaffold_40	1	56115	360	6746	12.0217	0.795545	35.5	38
HiC_scaffold_41	1	55753	390	19878	35.6537	1.00529	35.1	41.8
HiC_scaffold_42	1	55361	59	3044	5.49846	0.142302	35.4	45.8
HiC_scaffold_43	1	55333	573	10375	18.7501	1.45828	35	39.7
HiC_scaffold_44	1	54697	1596	43010	78.6332	4.27819	35.5	56
HiC_scaffold_45	1	54079	84	4253	7.86442	0.184267	35	46.8
HiC_scaffold_46	1	53000	245	8185	15.4434	0.678887	35.3	40.7
HiC_scaffold_47	1	52728	1254	20170	38.2529	3.31659	34.9	46.8
HiC_scaffold_48	1	52696	293	21024	39.8968	0.818373	35.6	53.5
HiC_scaffold_49	1	52574	90	4495	8.54985	0.253319	35	39.8
HiC_scaffold_50	1	52452	19	604	1.15153	0.0209906	35.5	52.3
HiC_scaffold_51	1	52291	221	5679	10.8604	0.530569	35.4	44.9
HiC_scaffold_52	1	50660	355	28126	55.5191	1.02456	35.3	56.9
HiC_scaffold_53	1	50444	1149	31716	62.8737	3.3576	35.3	55.6
HiC_scaffold_54	1	50000	500	37120	74.24	1.46068	35.5	59.9
HiC_scaffold_55	1	49402	104	3843	7.77904	0.313186	35.5	42.3
HiC_scaffold_56	1	48994	155	6904	14.0915	0.427563	35.3	44.6
HiC_scaffold_57	1	48961	109	6559	13.3964	0.327649	35.3	41
HiC_scaffold_58	1	48913	315	24722	50.5428	0.942735	35.4	51.1
HiC_scaffold_59	1	48516	300	11850	24.4249	0.905845	35.3	46.1
HiC_scaffold_60	1	48449	228	21775	44.9442	0.700241	35.7	53
HiC_scaffold_61	1	48102	103	9136	18.993	0.309966	35.4	49
HiC_scaffold_62	1	47095	393	32798	69.6422	1.23567	35.5	55.6
HiC_scaffold_63	1	45946	642	25634	55.7916	2.04738	35.5	50.4
HiC_scaffold_64	1	45702	179	5169	11.3102	0.531662	35.1	45.7
HiC_scaffold_65	1	45164	271	9042	20.0204	0.789058	35.1	45.3
HiC_scaffold_66	1	45000	742	8067	17.9267	2.296	35.1	47.7
HiC_scaffold_67	1	44932	521	9012	20.057	1.39727	35.1	41.6
HiC_scaffold_68	1	44535	58	6054	13.5938	0.192657	35.6	42.6
HiC_scaffold_69	1	43359	177	9130	21.0568	0.58613	35.2	42.4
HiC_scaffold_70	1	43000	290	9344	21.7302	0.893186	35.5	41.6
HiC_scaffold_71	1	42000	321	13840	32.9524	0.987214	35.5	49.3
HiC_scaffold_72	1	41780	30	2120	5.0742	0.102753	34.2	44
HiC_scaffold_73	1	41131	64	5254	12.7738	0.225377	35.6	45.6
HiC_scaffold_74	1	41000	105	10185	24.8415	0.383268	35.9	55.2
HiC_scaffold_75	1	40673	183	5893	14.4887	0.649718	35.5	40.2
HiC_scaffold_76	1	40021	201	5437	13.5854	0.711027	35.2	38.4
HiC_scaffold_77	1	40000	26	2892	7.23	0.0965	35	52.5
HiC_scaffold_78	1	39995	180	16854	42.1403	0.654507	35.3	52.4
HiC_scaffold_79	1	39987	9	992	2.48081	0.0336609	35.9	46.4
HiC_scaffold_80	1	39907	47	3922	9.82785	0.171474	35.7	56.2
HiC_scaffold_81	1	39785	236	6674	16.7752	0.691467	34.9	45.1
HiC_scaffold_82	1	39714	882	9987	25.1473	3.07718	35.1	44.3
HiC_scaffold_83	1	39603	132	10754	27.1545	0.485367	35.6	53.1
HiC_scaffold_84	1	39032	990	22412	57.4196	3.5587	35.3	49.1
HiC_scaffold_85	1	38821	221	7933	20.4348	0.808738	35.2	44.7
HiC_scaffold_86	1	38551	219	4533	11.7584	0.679074	35.2	47.1
HiC_scaffold_87	1	38336	248	7126	18.5883	0.956855	35.1	39.4
HiC_scaffold_88	1	38081	126	6198	16.2758	0.469893	35.6	56.5
HiC_scaffold_89	1	37423	87	1444	3.85859	0.308767	34.9	43.9
HiC_scaffold_90	1	37049	345	11068	29.874	1.37963	35.4	42.9
HiC_scaffold_91	1	37000	372	28115	75.9865	1.48443	35.7	60
HiC_scaffold_92	1	36719	137	4599	12.5249	0.54819	35.4	46.3
HiC_scaffold_93	1	36624	237	5336	14.5697	0.865716	35	38.6
HiC_scaffold_94	1	36550	140	3568	9.76197	0.568427	35.3	40.5
HiC_scaffold_95	1	35915	788	16473	45.8666	2.99758	34.9	44.5
HiC_scaffold_96	1	35569	336	11431	32.1375	1.3846	35.5	46.6
HiC_scaffold_97	1	35569	110	7140	20.0737	0.428604	35.1	46.4
HiC_scaffold_98	1	35521	214	5147	14.49	0.72177	35	47.4
HiC_scaffold_99	1	35305	884	20007	56.669	3.25107	35.3	57.5
HiC_scaffold_100	1	35285	264	20930	59.317	1.10211	35.4	58.2
HiC_scaffold_101	1	35090	169	11445	32.6161	0.635024	34.8	53.4
HiC_scaffold_102	1	34736	54	5255	15.1284	0.232583	35.6	47.7
HiC_scaffold_103	1	34662	558	14519	41.8874	2.20212	35.4	41.4
HiC_scaffold_104	1	34539	97	8891	25.7419	0.414401	35.9	49.5
HiC_scaffold_105	1	34367	58	4085	11.8864	0.24605	35.3	51.8
HiC_scaffold_106	1	34092	11	1076	3.15617	0.0473132	35.6	46.1
HiC_scaffold_107	1	34034	1039	27495	80.7869	4.3726	35.4	58.5
HiC_scaffold_108	1	34000	93	3234	9.51176	0.400294	35.2	38.2
HiC_scaffold_109	1	33013	233	9154	27.7285	0.979402	34.6	41.1
HiC_scaffold_110	1	32894	32	2434	7.39953	0.14039	33.9	51.1
HiC_scaffold_111	1	32703	64	6932	21.1968	0.288995	35.5	46.3
HiC_scaffold_112	1	32055	98	7736	24.1335	0.408017	35.4	52.5
HiC_scaffold_113	1	31996	241	4108	12.8391	0.808132	35.1	43.2
HiC_scaffold_114	1	31869	172	7019	22.0245	0.687408	35.7	51.8
HiC_scaffold_115	1	31497	239	6251	19.8463	1.09312	35.1	41.9
HiC_scaffold_116	1	31452	166	13702	43.5648	0.778265	35.9	54.4
HiC_scaffold_117	1	31435	92	9653	30.7078	0.429839	35.5	49.7
HiC_scaffold_118	1	31168	219	14749	47.321	1.03157	35.3	58.1
HiC_scaffold_119	1	31094	54	2862	9.20435	0.255162	35.7	48.3
HiC_scaffold_120	1	31000	95	8217	26.5065	0.440774	35.8	46.7
HiC_scaffold_121	1	30892	56	3416	11.0579	0.266639	35.5	44.6
HiC_scaffold_122	1	30671	305	7442	24.264	1.48512	35.4	38.5
HiC_scaffold_123	1	30159	281	22244	73.7558	1.3702	35.5	60
HiC_scaffold_124	1	30112	20	2375	7.88722	0.0967056	36.2	38.8
