#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
HiC_scaffold_1	1	75050035	783850	54237469	72.2684	1.50998	35.5	59
HiC_scaffold_2	1	56816963	597891	41164804	72.4516	1.52023	35.5	59
HiC_scaffold_3	1	109611085	1083168	75703752	69.0658	1.42966	35.5	58.6
HiC_scaffold_4	1	81599725	841262	58203340	71.3279	1.49122	35.5	59
HiC_scaffold_5	1	72353455	768588	53001150	73.2531	1.537	35.5	59.1
HiC_scaffold_6	1	67692486	715138	49291145	72.8163	1.52819	35.5	59
HiC_scaffold_7	1	59159807	616360	42316094	71.5285	1.50491	35.5	58.9
HiC_scaffold_8	1	13479537	74599	7005854	51.974	0.806198	35.5	59.3
HiC_scaffold_9	1	58964884	621561	42705083	72.4246	1.52398	35.5	59
HiC_scaffold_10	1	36732878	383666	26123327	71.117	1.50653	35.4	58.8
HiC_scaffold_11	1	27384	165	5399	19.7159	0.874854	35	43.2
HiC_scaffold_12	1	33592	861	6773	20.1625	3.34234	35.1	45.7
HiC_scaffold_13	1	184337	5055	145131	78.7313	3.91759	35.4	55.3
HiC_scaffold_14	1	85992	1428	35373	41.1352	2.28677	34.9	43.3
HiC_scaffold_15	1	87022	941	17445	20.0467	1.4719	35.1	43.7
HiC_scaffold_16	1	89609	3700	9914	11.0636	4.42828	35.8	51.1
HiC_scaffold_17	1	164154	2274	47954	29.2128	2.01123	35.3	51.8
HiC_scaffold_18	1	104921	71	5194	4.95039	0.0926602	35.8	45.1
HiC_scaffold_19	1	103720	538	31906	30.7617	0.739742	35.5	47.4
HiC_scaffold_20	1	90353	765	23570	26.0866	1.17582	35.1	48.4
HiC_scaffold_21	1	85252	219	15105	17.7181	0.347523	35.2	46.8
HiC_scaffold_22	1	80500	265	18084	22.4646	0.485702	35.4	49
HiC_scaffold_23	1	75743	422	20940	27.6461	0.815574	35.4	52
HiC_scaffold_24	1	75592	1318	19287	25.5146	2.45137	35.2	42.2
HiC_scaffold_25	1	72691	284	21679	29.8235	0.537288	35.3	51.2
HiC_scaffold_26	1	71458	646	29889	41.8274	1.31167	35.3	45
HiC_scaffold_27	1	70045	1272	48945	69.8765	2.55657	35.2	50.5
HiC_scaffold_28	1	68558	48	2939	4.28688	0.0909303	34.7	49.7
HiC_scaffold_29	1	68222	543	16579	24.3015	1.17829	35.5	46.9
HiC_scaffold_30	1	67017	425	25520	38.0799	0.924139	35.1	48.2
HiC_scaffold_31	1	65972	31	3608	5.46899	0.0701813	36.3	44.4
HiC_scaffold_32	1	64000	711	32091	50.1422	1.52005	35.4	49.5
HiC_scaffold_33	1	62684	558	16581	26.4517	1.0618	35.1	42.3
HiC_scaffold_34	1	60035	473	30000	49.9709	1.05915	35.7	55.2
HiC_scaffold_35	1	59483	98	9524	16.0113	0.243347	35.6	50.1
HiC_scaffold_36	1	58601	515	4483	7.65004	1.28092	35.2	46.3
