#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
HiC_scaffold_1	1	75050035	839731	56465437	75.2371	1.63	35.6	59.2
HiC_scaffold_2	1	56816963	635904	42652095	75.0693	1.62887	35.6	59.2
HiC_scaffold_3	1	109611085	1180072	80209384	73.1763	1.56876	35.6	58.8
HiC_scaffold_4	1	81599725	900288	60682160	74.3656	1.6069	35.6	59.1
HiC_scaffold_5	1	72353455	815547	54798905	75.7378	1.64165	35.6	59.3
HiC_scaffold_6	1	67692486	762206	50987888	75.3228	1.63976	35.6	59.2
HiC_scaffold_7	1	59159807	662204	44178271	74.6762	1.62923	35.6	59
HiC_scaffold_8	1	13479537	78699	7169785	53.1901	0.853668	35.5	59.5
HiC_scaffold_9	1	58964884	661875	44256149	75.0551	1.63362	35.6	59.2
HiC_scaffold_10	1	36732878	411985	27338997	74.4265	1.62948	35.5	59
HiC_scaffold_11	1	27384	148	4838	17.6673	0.798897	35.5	43.8
HiC_scaffold_12	1	33592	2971	8851	26.3485	11.7705	35.1	46.1
HiC_scaffold_13	1	184337	7964	144038	78.1384	5.96508	35.5	51.1
HiC_scaffold_14	1	85992	2975	47503	55.2412	4.78534	35.1	46
HiC_scaffold_15	1	87022	753	23130	26.5795	1.16726	35.2	46.1
HiC_scaffold_16	1	89609	3169	10923	12.1896	3.86093	35.7	50.8
HiC_scaffold_17	1	164154	3137	53467	32.5712	2.732	35.3	50.9
HiC_scaffold_18	1	104921	153	9154	8.72466	0.207499	35.3	43.4
HiC_scaffold_19	1	103720	466	31948	30.8022	0.64598	35.5	47.7
HiC_scaffold_20	1	90353	722	31055	34.3707	1.13438	35.2	50.2
HiC_scaffold_21	1	85252	390	25522	29.9371	0.661521	35.4	48.5
HiC_scaffold_22	1	80500	417	22306	27.7093	0.76472	35.5	48.9
HiC_scaffold_23	1	75743	361	21384	28.2323	0.690678	35.4	54
HiC_scaffold_24	1	75592	1784	19273	25.4961	3.33619	35.3	43.2
HiC_scaffold_25	1	72691	1489	35856	49.3266	2.9442	35.4	53.8
