#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
HiC_scaffold_1	1	75050035	848001	55520018	73.9773	1.63062	35.6	59
HiC_scaffold_2	1	56816963	643249	42109895	74.115	1.63192	35.6	59.1
HiC_scaffold_3	1	109611085	1171751	77651163	70.8424	1.54336	35.6	58.6
HiC_scaffold_4	1	81599725	909722	59694031	73.1547	1.6083	35.6	59
HiC_scaffold_5	1	72353455	828625	54272150	75.0098	1.65349	35.6	59.1
HiC_scaffold_6	1	67692486	772141	50440533	74.5142	1.64622	35.6	59.1
HiC_scaffold_7	1	59159807	664646	43225636	73.0659	1.61963	35.6	58.9
HiC_scaffold_8	1	13479537	80717	7246750	53.7611	0.870362	35.5	59.3
HiC_scaffold_9	1	58964884	672652	43713888	74.1355	1.64578	35.6	59
HiC_scaffold_10	1	36732878	415364	26795239	72.9462	1.62803	35.5	58.8
HiC_scaffold_11	1	27384	113	5408	19.7488	0.59071	35	44.7
HiC_scaffold_12	1	33592	1103	7587	22.5857	4.40286	35	45.6
HiC_scaffold_13	1	184337	5519	145192	78.7644	4.29103	35.5	55.2
HiC_scaffold_14	1	85992	1377	40094	46.6253	2.21867	35.1	44.7
HiC_scaffold_15	1	87022	844	18361	21.0993	1.30889	35.1	44
HiC_scaffold_16	1	89609	3018	8851	9.87736	3.57252	35.7	50.8
HiC_scaffold_17	1	164154	1569	52231	31.8183	1.36464	35.3	48.4
HiC_scaffold_18	1	104921	112	8887	8.47018	0.145128	35.6	45.7
HiC_scaffold_19	1	103720	623	33323	32.1278	0.858012	35.6	47
HiC_scaffold_20	1	90353	571	17212	19.0497	0.876983	35	48.1
HiC_scaffold_21	1	85252	193	14574	17.0952	0.323535	35.7	46.1
HiC_scaffold_22	1	80500	287	18881	23.4547	0.519863	35.7	51
HiC_scaffold_23	1	75743	425	18809	24.8327	0.828103	35.6	52.2
HiC_scaffold_24	1	75592	1560	18376	24.3095	2.91592	35.3	42.5
HiC_scaffold_25	1	72691	367	25260	34.7498	0.715756	35.5	51
HiC_scaffold_26	1	71458	762	30034	42.0303	1.55031	35.5	45.2
HiC_scaffold_27	1	70045	1552	49749	71.0243	3.12398	35.3	50.9
HiC_scaffold_28	1	68558	48	3618	5.27728	0.10133	35.1	56.1
HiC_scaffold_29	1	68222	527	14206	20.8232	1.14488	35.6	47
HiC_scaffold_30	1	67017	695	25896	38.6409	1.49353	35.4	43.8
HiC_scaffold_31	1	65972	70	7823	11.8581	0.155824	35.5	44.5
HiC_scaffold_32	1	64000	723	34493	53.8953	1.58511	35.6	50
HiC_scaffold_33	1	62684	547	16490	26.3066	1.08993	35.4	41.9
HiC_scaffold_34	1	60035	285	16180	26.9509	0.605547	35.7	53.5
