#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
HiC_scaffold_1	1	75050035	680104	50896381	67.8166	1.31083	35.4	59
HiC_scaffold_2	1	56816963	513761	38457578	67.6868	1.30696	35.4	59.1
HiC_scaffold_3	1	109611085	938434	70734306	64.5321	1.2385	35.4	58.6
HiC_scaffold_4	1	81599725	727858	54529583	66.8257	1.29019	35.4	59
HiC_scaffold_5	1	72353455	662499	49570376	68.5114	1.32487	35.4	59.2
HiC_scaffold_6	1	67692486	617426	46105291	68.1099	1.31933	35.4	59.1
HiC_scaffold_7	1	59159807	534171	39643920	67.0116	1.30387	35.4	58.9
HiC_scaffold_8	1	13479537	65076	6387558	47.3871	0.703281	35.4	59.3
HiC_scaffold_9	1	58964884	539379	40035134	67.8966	1.3227	35.4	58.9
HiC_scaffold_10	1	36732878	330371	24428309	66.5026	1.29802	35.3	58.8
HiC_scaffold_11	1	27384	168	6639	24.2441	0.89534	35	45.2
HiC_scaffold_12	1	33592	849	6620	19.7071	3.39259	34.9	45.3
HiC_scaffold_13	1	184337	4394	141190	76.5934	3.4151	35.3	54.9
HiC_scaffold_14	1	85992	1010	33571	39.0397	1.61371	34.9	43.9
HiC_scaffold_15	1	87022	682	17241	19.8122	1.04608	35.1	44
HiC_scaffold_16	1	89609	2864	8084	9.02142	3.5079	35.7	51
HiC_scaffold_17	1	164154	985	45522	27.7313	0.864712	35.3	49.1
HiC_scaffold_18	1	104921	67	7013	6.68408	0.0885809	35.2	44.9
HiC_scaffold_19	1	103720	475	30335	29.247	0.644389	35.2	46.7
HiC_scaffold_20	1	90353	780	18332	20.2893	1.19623	35	47.9
HiC_scaffold_21	1	85252	187	11628	13.6396	0.301541	35.5	47.7
HiC_scaffold_22	1	80500	279	17873	22.2025	0.510919	35.7	52.1
HiC_scaffold_23	1	75743	304	18087	23.8794	0.583565	35.1	53.6
HiC_scaffold_24	1	75592	1298	15772	20.8646	2.43105	35.1	42.1
HiC_scaffold_25	1	72691	247	20139	27.7049	0.481944	35.1	52.7
HiC_scaffold_26	1	71458	768	28531	39.927	1.55375	35.3	43.9
HiC_scaffold_27	1	70045	1324	43619	62.2728	2.65271	35.2	50.4
HiC_scaffold_28	1	68558	25	2775	4.04767	0.0533855	34.6	52.8
HiC_scaffold_29	1	68222	403	13581	19.9071	0.870907	35.4	47.8
HiC_scaffold_30	1	67017	482	23958	35.7491	1.0399	35	44.5
HiC_scaffold_31	1	65972	34	4203	6.37088	0.076775	35.6	44.5
HiC_scaffold_32	1	64000	611	30551	47.7359	1.29339	35.6	48.7
HiC_scaffold_33	1	62684	415	12959	20.6735	0.836705	35.3	42.2
HiC_scaffold_34	1	60035	223	15187	25.2969	0.500408	35.5	53.8
HiC_scaffold_35	1	59483	108	10219	17.1797	0.266479	35.3	49.7
HiC_scaffold_36	1	58601	939	4480	7.64492	2.32356	35.2	47.7
HiC_scaffold_37	1	57907	163	9652	16.6681	0.386499	35.3	46.3
HiC_scaffold_38	1	57623	316	3441	5.97157	0.729414	35.3	36.8
HiC_scaffold_39	1	56881	426	12524	22.0179	0.76871	35.1	48
HiC_scaffold_40	1	56115	268	5441	9.69616	0.60041	35.5	38.5
HiC_scaffold_41	1	55753	350	11248	20.1747	0.896095	35.1	41.7
HiC_scaffold_42	1	55361	52	2804	5.06494	0.13132	34.6	42.9
HiC_scaffold_43	1	55333	150	5611	10.1404	0.375689	34.8	44.7
HiC_scaffold_44	1	54697	623	29723	54.3412	1.65325	35.4	54.4
HiC_scaffold_45	1	54079	52	3015	5.57518	0.116385	35.4	48.1
HiC_scaffold_46	1	53000	357	5579	10.5264	1.00172	35.3	37.2
HiC_scaffold_47	1	52728	416	21319	40.432	1.07994	35.1	42.6
HiC_scaffold_48	1	52696	262	16750	31.7861	0.736299	35.5	50.3
HiC_scaffold_49	1	52574	47	1839	3.49793	0.130597	35.2	41.7
HiC_scaffold_50	1	52452	31	935	1.78258	0.0345077	34.5	54.6
HiC_scaffold_51	1	52291	275	5405	10.3364	0.768641	35.7	45.5
HiC_scaffold_52	1	50660	327	26086	51.4923	0.939163	35.5	56
HiC_scaffold_53	1	50444	517	24212	47.9978	1.51475	35.5	56.5
HiC_scaffold_54	1	50000	544	38342	76.684	1.5617	35.6	59.7
HiC_scaffold_55	1	49402	56	3493	7.07056	0.168394	35.7	38.9
HiC_scaffold_56	1	48994	254	6022	12.2913	0.705127	35.6	44.1
HiC_scaffold_57	1	48961	45	2688	5.49008	0.132677	35.7	50.4
HiC_scaffold_58	1	48913	240	21128	43.1951	0.725145	35.4	48.3
HiC_scaffold_59	1	48516	141	8138	16.7738	0.430229	34.6	49.1
HiC_scaffold_60	1	48449	230	19220	39.6706	0.696939	35.1	51.6
HiC_scaffold_61	1	48102	95	7561	15.7187	0.277951	35.3	47.6
HiC_scaffold_62	1	47095	378	29389	62.4037	1.17533	35.2	55
HiC_scaffold_63	1	45946	305	22646	49.2883	0.971031	35.2	58.3
HiC_scaffold_64	1	45702	230	5678	12.424	0.686928	35.1	46.6
HiC_scaffold_65	1	45164	169	8773	19.4248	0.511602	35.2	41.3
HiC_scaffold_66	1	45000	4317	11563	25.6956	13.3138	35.2	46.6
HiC_scaffold_67	1	44932	637	8877	19.7565	1.84396	35.3	39.7
HiC_scaffold_68	1	44535	22	2773	6.22656	0.0738071	35.9	44.2
HiC_scaffold_69	1	43359	324	8973	20.6947	1.08974	35.6	42.5
HiC_scaffold_70	1	43000	555	11721	27.2581	1.76265	35.2	42.9
HiC_scaffold_71	1	42000	137	8918	21.2333	0.439405	35.7	50.2
HiC_scaffold_72	1	41780	30	1911	4.57396	0.105122	35.8	40.3
HiC_scaffold_73	1	41131	23	2462	5.98575	0.083149	35.2	51.9
HiC_scaffold_74	1	41000	134	10996	26.8195	0.479341	35.5	53.8
HiC_scaffold_75	1	40673	59	3538	8.69865	0.214344	35.6	42.6
HiC_scaffold_76	1	40021	46	1543	3.85548	0.146198	34.9	46
HiC_scaffold_77	1	40000	30	2540	6.35	0.109125	35	57.8
HiC_scaffold_78	1	39995	102	11168	27.9235	0.371346	35.3	52.6
HiC_scaffold_79	1	39987	6	621	1.553	0.0218321	33.4	39.3
HiC_scaffold_80	1	39907	58	4124	10.334	0.203273	34.4	52.6
HiC_scaffold_81	1	39785	287	5919	14.8775	0.89109	35.1	44.5
HiC_scaffold_82	1	39714	949	10996	27.688	3.35708	35.1	42.7
HiC_scaffold_83	1	39603	85	8857	22.3645	0.312855	35.3	52.2
HiC_scaffold_84	1	39032	299	11976	30.6825	1.04068	35.2	48.2
HiC_scaffold_85	1	38821	122	5879	15.1439	0.444012	35.7	49.3
HiC_scaffold_86	1	38551	86	3857	10.0049	0.273871	34.6	42.5
HiC_scaffold_87	1	38336	35	3152	8.22204	0.135773	34.6	54.5
HiC_scaffold_88	1	38081	272	6585	17.2921	0.974502	34.9	55.1
HiC_scaffold_89	1	37423	56	1885	5.03701	0.186784	35	50.5
HiC_scaffold_90	1	37049	108	6937	18.7239	0.422198	35.3	46.4
HiC_scaffold_91	1	37000	353	26269	70.9973	1.37197	35.5	59.9
HiC_scaffold_92	1	36719	147	4187	11.4028	0.59378	35.5	43.5
HiC_scaffold_93	1	36624	140	5350	14.6079	0.50101	35.3	45
HiC_scaffold_94	1	36550	98	3556	9.72914	0.399425	35.6	39.3
HiC_scaffold_95	1	35915	1088	17719	49.3359	4.22601	35	42.8
HiC_scaffold_96	1	35569	234	9940	27.9457	0.960809	35.4	48.6
HiC_scaffold_97	1	35569	110	6089	17.1188	0.431471	35.7	45
HiC_scaffold_98	1	35521	110	3645	10.2615	0.309197	35.6	49.2
HiC_scaffold_99	1	35305	874	24140	68.3756	3.36873	35.4	56.4
HiC_scaffold_100	1	35285	274	20769	58.8607	1.11818	35.3	57.3
HiC_scaffold_101	1	35090	118	8037	22.904	0.444343	34.6	52.9
HiC_scaffold_102	1	34736	31	3030	8.72294	0.13142	35.5	47.4
HiC_scaffold_103	1	34662	844	13943	40.2256	3.41809	35.5	38.9
HiC_scaffold_104	1	34539	91	8790	25.4495	0.387388	35.6	48.2
HiC_scaffold_105	1	34367	37	3125	9.09303	0.145285	35.1	45.8
HiC_scaffold_106	1	34092	4	214	0.627713	0.00762642	33.1	42.2
HiC_scaffold_107	1	34034	654	26155	76.8496	2.78057	35.4	57.8
HiC_scaffold_108	1	34000	130	4215	12.3971	0.560294	35.3	39.9
HiC_scaffold_109	1	33013	124	4241	12.8465	0.452125	34.5	40.1
HiC_scaffold_110	1	32894	20	1958	5.95245	0.0894084	35.9	58.6
HiC_scaffold_111	1	32703	71	7257	22.1906	0.3226	35.3	44.3
HiC_scaffold_112	1	32055	93	7744	24.1585	0.420028	35.3	52.7
HiC_scaffold_113	1	31996	76	2756	8.61358	0.26794	35.5	42.8
HiC_scaffold_114	1	31869	84	4401	13.8097	0.326085	35.4	50.1
HiC_scaffold_115	1	31497	224	4145	13.16	1.05756	35.3	38.8
HiC_scaffold_116	1	31452	137	10436	33.1807	0.638338	35.4	58.2
HiC_scaffold_117	1	31435	76	8457	26.9031	0.355782	35.8	47.2
HiC_scaffold_118	1	31168	130	10839	34.7761	0.579473	35.1	56.4
HiC_scaffold_119	1	31094	23	1771	5.69563	0.110857	35.4	50
HiC_scaffold_120	1	31000	33	3258	10.5097	0.156871	35.5	45.3
HiC_scaffold_121	1	30892	44	3251	10.5238	0.209342	35.3	42
HiC_scaffold_122	1	30671	113	4606	15.0174	0.551009	35.6	41.3
HiC_scaffold_123	1	30159	275	20113	66.6899	1.33088	35.5	59.9
HiC_scaffold_124	1	30112	10	857	2.84604	0.0457293	33.9	40.2
HiC_scaffold_125	1	30000	73	3207	10.69	0.352733	35.3	40.5
HiC_scaffold_126	1	30000	34	2778	9.26	0.164933	35.7	50.7
HiC_scaffold_127	1	29632	124	1931	6.5166	0.544783	34.8	40.3
HiC_scaffold_128	1	29216	62	4888	16.7306	0.311097	35.1	48.3
HiC_scaffold_129	1	29000	25	2324	8.01379	0.115828	34.2	49.4
HiC_scaffold_130	1	28743	7	799	2.77981	0.0365306	35.4	46.7
HiC_scaffold_131	1	28267	518	8323	29.4442	2.73726	35.5	38.6
HiC_scaffold_132	1	28006	152	5303	18.9352	0.803185	35.2	42.3
HiC_scaffold_133	1	27859	112	10080	36.1822	0.579705	35.6	53.4
HiC_scaffold_134	1	27837	331	20284	72.867	1.68646	35.2	59.2
HiC_scaffold_135	1	27503	56	2635	9.58077	0.305021	35.7	39
HiC_scaffold_136	1	27405	261	20191	73.6763	1.39259	35.3	59.9
HiC_scaffold_137	1	27128	2	152	0.560307	0.0110587	36.3	40
HiC_scaffold_138	1	27000	127	7330	27.1481	0.698741	35.5	46.3
HiC_scaffold_139	1	26958	16	1003	3.7206	0.088471	35.3	50.1
HiC_scaffold_140	1	26822	101	3629	13.5299	0.549176	35.4	40.7
HiC_scaffold_141	1	26714	385	8032	30.0666	2.03478	35.3	41.9
HiC_scaffold_142	1	26597	212	8177	30.7441	1.12039	35	49
HiC_scaffold_143	1	26526	44	2112	7.962	0.196977	35.5	51.4
HiC_scaffold_144	1	26403	15	1251	4.7381	0.0828315	36.1	60
HiC_scaffold_145	1	26321	147	8550	32.4836	0.806048	35.5	50.8
HiC_scaffold_146	1	26302	56	2331	8.86244	0.288571	34.1	38.5
HiC_scaffold_147	1	26228	82	4740	18.0723	0.44952	35.3	49
HiC_scaffold_148	1	26220	199	4033	15.3814	1.12304	35.3	38.8
HiC_scaffold_149	1	26169	32	3588	13.7109	0.172991	35	47.8
HiC_scaffold_150	1	26140	267	19313	73.8829	1.50451	35.1	59.9
HiC_scaffold_151	1	25970	136	5511	21.2206	0.74898	35.6	37.9
HiC_scaffold_152	1	25914	10	736	2.84016	0.0510921	36.2	36.4
HiC_scaffold_153	1	25756	19	1906	7.40022	0.10782	35.7	47.6
HiC_scaffold_154	1	25701	59	5671	22.0653	0.334617	34.8	51.8
HiC_scaffold_155	1	25484	440	8398	32.954	2.47179	34.9	40.7
HiC_scaffold_156	1	25347	1878	14346	56.5984	10.3972	35	43.7
HiC_scaffold_157	1	25300	126	5135	20.2964	0.736245	35.4	45
HiC_scaffold_158	1	25137	451	10234	40.7129	2.53769	35.1	40.1
HiC_scaffold_159	1	25068	44	2004	7.99426	0.24996	35.4	44.8
HiC_scaffold_160	1	25021	175	11899	47.5561	1.02802	35.4	56.3
HiC_scaffold_161	1	25021	18	2264	9.0484	0.107749	36	48.9
HiC_scaffold_162	1	25013	95	1317	5.26526	0.335426	35.5	48.1
HiC_scaffold_163	1	25000	4	594	2.376	0.02376	32.2	36
HiC_scaffold_164	1	25000	10	590	2.36	0.05648	33.6	37.4
HiC_scaffold_165	1	25000	10	849	3.396	0.05652	34.5	40.4
HiC_scaffold_166	1	25000	94	4073	16.292	0.54124	34.9	37.5
HiC_scaffold_167	1	25000	270	18448	73.792	1.54716	35.1	59.2
HiC_scaffold_168	1	25000	265	18403	73.612	1.53188	35.3	59.9
HiC_scaffold_169	1	25000	255	18802	75.208	1.48028	35.3	59.4
HiC_scaffold_170	1	25000	237	17431	69.724	1.3568	35.3	59.8
HiC_scaffold_171	1	25000	280	19662	78.648	1.63664	35.3	59.7
HiC_scaffold_172	1	25000	230	17892	71.568	1.351	35.4	59.8
HiC_scaffold_173	1	25000	229	17350	69.4	1.33052	35.2	59.8
HiC_scaffold_174	1	25000	264	18765	75.06	1.48976	35.2	59.3
HiC_scaffold_175	1	25000	211	17014	68.056	1.23924	35.3	60
HiC_scaffold_176	1	25000	234	18506	74.024	1.37336	35.3	58.5
HiC_scaffold_177	1	25000	254	18674	74.696	1.49816	35.4	59.8
HiC_scaffold_178	1	25000	308	18665	74.66	1.7762	35.5	59.3
HiC_scaffold_179	1	25000	289	19516	78.064	1.65244	35.3	59.5
HiC_scaffold_180	1	25000	534	13897	55.588	3.11356	35.3	50.6
HiC_scaffold_181	1	25000	308	19449	77.796	1.79608	35.6	59.8
HiC_scaffold_182	1	25000	219	17758	71.032	1.24688	35.1	60
HiC_scaffold_183	1	25000	115	3464	13.856	0.67372	35.4	40.7
HiC_scaffold_184	1	25000	264	19085	76.34	1.53588	35.4	59.7
HiC_scaffold_185	1	25000	256	17930	71.72	1.49008	35.2	59.7
HiC_scaffold_186	1	25000	278	18741	74.964	1.61508	35.3	59.8
HiC_scaffold_187	1	25000	35	1607	6.428	0.20804	34.4	43.4
HiC_scaffold_188	1	24887	217	4068	16.3459	1.23454	35.2	41.7
HiC_scaffold_189	1	24881	578	12387	49.785	2.86021	35.5	44
HiC_scaffold_190	1	24860	66	5290	21.2792	0.388616	35.6	55.4
HiC_scaffold_191	1	24785	134	9450	38.1279	0.786645	35.7	49.4
HiC_scaffold_192	1	24606	6	773	3.14151	0.0364952	34.9	39.5
HiC_scaffold_193	1	24582	78	3091	12.5742	0.469856	35.7	49.1
HiC_scaffold_194	1	24552	449	12562	51.1649	2.52704	35	43.4
HiC_scaffold_195	1	24515	66	5534	22.5739	0.386253	35.4	52.8
HiC_scaffold_196	1	24429	85	5419	22.1827	0.492529	35.7	50.4
HiC_scaffold_197	1	24404	67	4815	19.7304	0.393132	35.3	58.4
HiC_scaffold_198	1	24065	139	11912	49.4993	0.836194	35.1	55.5
HiC_scaffold_199	1	24034	34	3010	12.5239	0.20704	35.5	48.1
HiC_scaffold_200	1	24000	96	1542	6.425	0.590583	36	42.9
HiC_scaffold_201	1	24000	43	2681	11.1708	0.264667	36	58.6
HiC_scaffold_202	1	23940	140	3344	13.9683	0.8099	35.2	40.6
HiC_scaffold_203	1	23878	22	1168	4.89153	0.132256	35.8	44.2
HiC_scaffold_204	1	23813	65	5544	23.2814	0.392727	35.7	54.4
HiC_scaffold_205	1	23764	39	3586	15.0901	0.234809	35.5	52.6
HiC_scaffold_206	1	23660	13	1607	6.79205	0.0798394	35.6	46.8
HiC_scaffold_207	1	23581	145	12545	53.1996	0.912217	35.7	52.7
HiC_scaffold_208	1	23490	18	1060	4.51256	0.105194	35.7	36.9
HiC_scaffold_209	1	23453	51	3512	14.9746	0.2896	35.8	60
HiC_scaffold_210	1	23041	29	2532	10.9891	0.1756	36	59.1
HiC_scaffold_211	1	23000	389	2252	9.7913	2.51891	35.5	38.1
HiC_scaffold_212	1	23000	64	4660	20.2609	0.404391	35.9	43.7
HiC_scaffold_213	1	23000	51	2586	11.2435	0.314565	34.9	43.4
HiC_scaffold_214	1	23000	120	4482	19.487	0.770391	35.1	39.1
HiC_scaffold_215	1	23000	36	3765	16.3696	0.227826	35.3	57.3
HiC_scaffold_216	1	22979	2	288	1.25332	0.0125332	36.1	40
HiC_scaffold_217	1	22964	94	2460	10.7124	0.603728	35.1	39
HiC_scaffold_218	1	22956	71	6512	28.3673	0.449076	35	49
HiC_scaffold_220	1	22604	68	6438	28.4817	0.444435	35.7	51.1
HiC_scaffold_221	1	22426	13	1094	4.87827	0.0819584	35.8	60
HiC_scaffold_222	1	22303	80	6759	30.3053	0.53495	35.6	46.5
HiC_scaffold_223	1	22199	46	3651	16.4467	0.296545	35.3	52.1
HiC_scaffold_224	1	22128	9	1216	5.4953	0.0602856	35	49.6
HiC_scaffold_225	1	22127	2	300	1.35581	0.0135581	36.1	41.5
HiC_scaffold_226	1	21688	97	3721	17.157	0.661795	35.5	48.8
HiC_scaffold_227	1	21648	139	9401	43.4266	0.940041	35.4	51.7
HiC_scaffold_228	1	21608	216	10289	47.6166	1.3732	35.3	49.6
HiC_scaffold_229	1	21598	23	1282	5.93573	0.156681	35.1	40.2
HiC_scaffold_230	1	21510	10	704	3.2729	0.0678754	35.4	54.7
HiC_scaffold_231	1	21437	33	2157	10.062	0.214862	34.8	40.7
