#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
HiC_scaffold_1	1	75050035	620637	48491884	64.6127	1.20106	35.4	59.1
HiC_scaffold_2	1	56816963	477494	37062395	65.2312	1.22067	35.4	59.2
HiC_scaffold_3	1	109611085	860738	68165175	62.1882	1.14128	35.5	58.7
HiC_scaffold_4	1	81599725	660354	51841313	63.5312	1.17523	35.5	59
HiC_scaffold_5	1	72353455	603715	47125044	65.1317	1.21187	35.5	59.2
HiC_scaffold_6	1	67692486	564591	43739120	64.6144	1.21113	35.4	59.1
HiC_scaffold_7	1	59159807	493247	38098805	64.3998	1.20976	35.4	59
HiC_scaffold_8	1	13479537	61460	6114799	45.3636	0.665682	35.4	59.4
HiC_scaffold_9	1	58964884	505125	38694454	65.6229	1.24366	35.4	59.1
HiC_scaffold_10	1	36732878	313611	23971877	65.26	1.23962	35.4	59
HiC_scaffold_11	1	27384	271	7140	26.0736	1.45574	35.3	42.8
HiC_scaffold_12	1	33592	1642	7863	23.4074	6.40614	35	44.8
HiC_scaffold_13	1	184337	6090	136060	73.8105	4.55157	35.4	50.5
HiC_scaffold_14	1	85992	3075	42307	49.1988	4.89915	34.9	45.3
HiC_scaffold_15	1	87022	1085	31061	35.6933	1.69496	35.1	46.1
HiC_scaffold_16	1	89609	4003	12929	14.4282	4.79823	35.7	50.4
HiC_scaffold_17	1	164154	1918	43287	26.3698	1.67742	35.3	51.8
HiC_scaffold_18	1	104921	373	33229	31.6705	0.51088	35.6	50.4
HiC_scaffold_19	1	103720	426	28376	27.3583	0.578857	35.3	46.6
HiC_scaffold_20	1	90353	650	29946	33.1433	1.02233	35.2	49.5
HiC_scaffold_21	1	85252	335	20598	24.1613	0.549113	35.1	46.8
HiC_scaffold_22	1	80500	370	20963	26.041	0.676696	35.4	48.9
HiC_scaffold_23	1	75743	289	20126	26.5714	0.555563	35.5	53.8
HiC_scaffold_24	1	75592	1367	18561	24.5542	2.55858	35.3	42.4
HiC_scaffold_25	1	72691	2006	36170	49.7586	3.90497	35.3	54.1
HiC_scaffold_26	1	71458	609	34873	48.8021	1.22209	35.4	46.6
HiC_scaffold_27	1	70045	2551	49752	71.0286	5.16235	35.2	50.8
HiC_scaffold_28	1	68558	95	5358	7.81528	0.185653	35.2	54.1
HiC_scaffold_29	1	68222	842	16242	23.8076	1.82418	35.5	44
HiC_scaffold_30	1	67017	612	31451	46.9299	1.3308	35.3	45.7
HiC_scaffold_31	1	65972	38	4759	7.21367	0.0837628	35.3	46.4
HiC_scaffold_32	1	64000	609	30058	46.9656	1.29528	35.5	49.5
HiC_scaffold_33	1	62684	707	19264	30.7319	1.43407	35.4	42.7
HiC_scaffold_34	1	60035	463	31429	52.3511	1.05968	35.3	54.9
HiC_scaffold_35	1	59483	74	8266	13.8964	0.181985	35	47.7
HiC_scaffold_36	1	58601	1800	6017	10.2677	4.49276	35.1	49.3
HiC_scaffold_37	1	57907	152	10369	17.9063	0.370232	35.4	48
HiC_scaffold_38	1	57623	205	3154	5.47351	0.483331	35.1	38.3
HiC_scaffold_39	1	56881	961	20462	35.9733	1.87683	35.4	47.7
HiC_scaffold_40	1	56115	569	10057	17.9221	1.26913	35.6	39.2
HiC_scaffold_41	1	55753	634	22152	39.7324	1.63704	35.1	41.2
HiC_scaffold_42	1	55361	105	4620	8.34522	0.269432	35.2	48.7
HiC_scaffold_43	1	55333	745	11310	20.4399	1.90948	35.1	39.5
HiC_scaffold_44	1	54697	2000	45732	83.6097	5.38333	35.5	56
HiC_scaffold_45	1	54079	72	3583	6.62549	0.14514	35.9	45.6
HiC_scaffold_46	1	53000	239	7476	14.1057	0.659887	34.8	40.1
HiC_scaffold_47	1	52728	954	15456	29.3127	2.53493	34.9	45.9
HiC_scaffold_48	1	52696	229	18371	34.8622	0.646292	35.6	52.6
HiC_scaffold_49	1	52574	83	4601	8.75147	0.228193	35	42.5
HiC_scaffold_50	1	52452	48	1029	1.96179	0.047186	35.5	51.3
HiC_scaffold_51	1	52291	352	7460	14.2663	0.883823	35.1	44.4
HiC_scaffold_52	1	50660	321	26169	51.6561	0.914666	35.4	56.6
HiC_scaffold_53	1	50444	1271	29756	58.9882	3.72385	35.4	56.2
HiC_scaffold_54	1	50000	497	36448	72.896	1.4649	35.8	60
HiC_scaffold_55	1	49402	73	3995	8.08672	0.208696	35.3	43.1
HiC_scaffold_56	1	48994	131	5955	12.1545	0.378475	35.4	42.4
HiC_scaffold_57	1	48961	113	5099	10.4144	0.334695	35.3	39.1
HiC_scaffold_58	1	48913	169	15121	30.9141	0.507452	35.7	52.1
HiC_scaffold_59	1	48516	565	13812	28.469	1.72619	35.3	46.7
HiC_scaffold_60	1	48449	200	20170	41.6314	0.616463	36	52.9
HiC_scaffold_61	1	48102	179	7389	15.3611	0.535362	35.3	49
HiC_scaffold_62	1	47095	252	21585	45.8329	0.773883	35.4	56
HiC_scaffold_63	1	45946	646	26019	56.6295	2.06754	35.1	49.2
HiC_scaffold_64	1	45702	148	4273	9.3497	0.435561	35.5	44.2
HiC_scaffold_65	1	45164	339	12190	26.9905	1.03691	35.2	43.4
HiC_scaffold_66	1	45000	1220	9744	21.6533	3.76351	35.2	45.7
HiC_scaffold_67	1	44932	828	11518	25.6343	2.27746	35.3	41.5
HiC_scaffold_68	1	44535	68	7127	16.0031	0.228068	35	43.7
HiC_scaffold_69	1	43359	260	13333	30.7502	0.871376	35.4	42.7
HiC_scaffold_70	1	43000	310	9263	21.5419	0.91014	35.4	39.7
HiC_scaffold_71	1	42000	448	11957	28.469	1.29086	35.3	46.1
HiC_scaffold_72	1	41780	31	2056	4.92101	0.108329	34.9	45
HiC_scaffold_73	1	41131	20	2042	4.96463	0.0683183	35.4	50.5
HiC_scaffold_74	1	41000	166	11994	29.2537	0.597415	35.5	56.5
HiC_scaffold_75	1	40673	185	4025	9.896	0.66329	35.3	38.4
HiC_scaffold_76	1	40021	206	5367	13.4105	0.706829	35.4	39.9
HiC_scaffold_77	1	40000	39	3872	9.68	0.137375	35.4	48.4
HiC_scaffold_78	1	39995	106	11810	29.5287	0.395274	35.7	52.9
HiC_scaffold_79	1	39987	12	1376	3.44112	0.0449396	34.8	47.2
HiC_scaffold_80	1	39907	34	3303	8.27674	0.124289	35.3	54.8
HiC_scaffold_81	1	39785	378	6691	16.8179	1.15933	35.3	45
HiC_scaffold_82	1	39714	1015	8953	22.5437	3.56021	35.3	44.3
HiC_scaffold_83	1	39603	87	8327	21.0262	0.319976	35.9	51.4
HiC_scaffold_84	1	39032	1172	22233	56.961	4.18475	35.4	49.3
HiC_scaffold_85	1	38821	327	7349	18.9305	1.17421	35.2	42.6
HiC_scaffold_86	1	38551	404	5357	13.8959	1.32912	35	49.8
HiC_scaffold_87	1	38336	289	6903	18.0066	1.1231	35.3	39.5
HiC_scaffold_88	1	38081	137	7284	19.1276	0.514614	35.2	52.5
HiC_scaffold_89	1	37423	157	1859	4.96753	0.568207	35.4	44.9
HiC_scaffold_90	1	37049	271	10737	28.9805	1.07952	35.7	41.9
HiC_scaffold_91	1	37000	285	23733	64.1432	1.103	35.4	59.9
HiC_scaffold_92	1	36719	73	3337	9.08794	0.295433	35.5	47.8
HiC_scaffold_93	1	36624	336	6538	17.8517	1.19255	35.4	41
HiC_scaffold_94	1	36550	127	4075	11.1491	0.515732	35.3	40.4
HiC_scaffold_95	1	35915	663	15641	43.55	2.57731	34.9	44.5
HiC_scaffold_96	1	35569	301	11496	32.3203	1.24724	35.6	46.9
HiC_scaffold_97	1	35569	175	7933	22.3031	0.688099	35.1	47.2
HiC_scaffold_98	1	35521	199	4824	13.5807	0.544523	35.6	48.1
HiC_scaffold_99	1	35305	676	22140	62.7107	2.5949	35.4	58.4
HiC_scaffold_100	1	35285	274	21157	59.9603	1.13346	35.5	57.4
HiC_scaffold_101	1	35090	230	12340	35.1667	0.835195	34.8	49.8
HiC_scaffold_102	1	34736	42	3610	10.3927	0.179785	35.7	50
HiC_scaffold_103	1	34662	884	15793	45.5629	3.45765	35.5	41
HiC_scaffold_104	1	34539	99	9652	27.9452	0.426359	35.7	50.1
HiC_scaffold_105	1	34367	62	4524	13.1638	0.260686	35.3	47.3
HiC_scaffold_106	1	34092	10	523	1.53408	0.0325003	36	49.3
HiC_scaffold_107	1	34034	1133	25747	75.6508	4.78801	35.4	59
HiC_scaffold_108	1	34000	156	4377	12.8735	0.676118	35.5	38.9
HiC_scaffold_109	1	33013	340	10440	31.6239	1.44749	34.8	42.1
HiC_scaffold_110	1	32894	41	2649	8.05314	0.179455	34.6	47.6
HiC_scaffold_111	1	32703	75	6449	19.7199	0.33948	35.5	47.8
HiC_scaffold_112	1	32055	90	7508	23.4222	0.399719	35	53.1
HiC_scaffold_113	1	31996	258	4287	13.3985	0.831791	35.4	42.7
HiC_scaffold_114	1	31869	230	7194	22.5737	0.969249	35.2	47.9
HiC_scaffold_115	1	31497	173	7183	22.8053	0.778296	35.3	41.3
HiC_scaffold_116	1	31452	192	13745	43.7015	0.903504	35.7	55.6
HiC_scaffold_117	1	31435	68	7375	23.4611	0.323843	35.5	50.2
HiC_scaffold_118	1	31168	150	12369	39.6849	0.68827	35.4	57.7
HiC_scaffold_119	1	31094	46	3613	11.6196	0.219785	35.4	44.4
HiC_scaffold_120	1	31000	77	6303	20.3323	0.365839	35.3	48.8
