#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
HiC_scaffold_1	1	75050035	794286	54633872	72.7966	1.53939	35.6	59.1
HiC_scaffold_2	1	56816963	606742	41550509	73.1305	1.55146	35.6	59.2
HiC_scaffold_3	1	109611085	1112387	77554177	70.754	1.4766	35.6	58.7
HiC_scaffold_4	1	81599725	853370	58820817	72.0846	1.51989	35.6	59.1
HiC_scaffold_5	1	72353455	772298	53039133	73.3056	1.55188	35.6	59.3
HiC_scaffold_6	1	67692486	723407	49379034	72.9461	1.55286	35.6	59.2
HiC_scaffold_7	1	59159807	626852	42817596	72.3762	1.53941	35.6	59
HiC_scaffold_8	1	13479537	147989	10022987	74.3571	1.60346	35.6	59.5
HiC_scaffold_9	1	58964884	625778	42871503	72.7068	1.54171	35.6	59.1
HiC_scaffold_10	1	36732878	391658	26511404	72.1735	1.54752	35.5	59
HiC_scaffold_11	1	27384	182	6173	22.5424	0.989739	35.6	43.7
HiC_scaffold_12	1	33592	1601	7758	23.0948	6.31138	35.2	46.4
HiC_scaffold_13	1	184337	6689	141428	76.7225	5.04938	35.6	52.3
HiC_scaffold_14	1	85992	3403	47198	54.8865	5.48645	35	46.5
HiC_scaffold_15	1	87022	1129	28159	32.3585	1.80172	35.4	45.9
HiC_scaffold_16	1	89609	3054	10779	12.0289	3.77027	35.7	51.2
HiC_scaffold_17	1	164154	5179	71719	43.6901	4.53357	35.4	52.3
HiC_scaffold_18	1	104921	349	25089	23.9123	0.478579	35.5	48.2
HiC_scaffold_19	1	103720	468	31411	30.2844	0.656064	35.3	48.9
HiC_scaffold_20	1	90353	871	33120	36.6562	1.37083	35.2	48.8
HiC_scaffold_21	1	85252	423	25973	30.4661	0.718916	35.4	48.1
HiC_scaffold_22	1	80500	441	20300	25.2174	0.801714	35.5	47.7
HiC_scaffold_23	1	75743	305	19870	26.2334	0.586285	35.4	55.7
HiC_scaffold_24	1	75592	1725	17697	23.4112	3.21289	35.4	43.4
HiC_scaffold_25	1	72691	1810	35866	49.3404	3.58032	35.5	54.2
HiC_scaffold_26	1	71458	704	36669	51.3155	1.4302	35.6	46.8
HiC_scaffold_27	1	70045	2563	52321	74.6963	5.16989	35.4	52.5
HiC_scaffold_28	1	68558	107	4902	7.15015	0.192596	35	55
HiC_scaffold_29	1	68222	881	19256	28.2255	1.90763	35.4	45.6
HiC_scaffold_30	1	67017	584	35131	52.421	1.27086	35.5	49.3
HiC_scaffold_31	1	65972	46	5628	8.53089	0.103044	36	44.2
HiC_scaffold_32	1	64000	684	34321	53.6266	1.46612	35.5	50.6
HiC_scaffold_33	1	62684	521	15270	24.3603	1.00831	35.4	41.3
HiC_scaffold_34	1	60035	433	29650	49.3879	1.00028	35.7	55.6
HiC_scaffold_35	1	59483	145	12891	21.6717	0.356623	35.5	50.5
HiC_scaffold_36	1	58601	896	4326	7.38213	2.19667	35.1	44.8
HiC_scaffold_37	1	57907	186	11059	19.0979	0.456663	35.6	48.3
HiC_scaffold_38	1	57623	253	2604	4.51903	0.605106	35.4	38.4
HiC_scaffold_39	1	56881	559	18013	31.6679	1.099	35.6	48.5
HiC_scaffold_40	1	56115	509	10178	18.1378	1.13879	35.7	39
HiC_scaffold_41	1	55753	629	20580	36.9128	1.62662	35.3	41.6
HiC_scaffold_42	1	55361	99	4828	8.72094	0.255794	35.2	47.6
HiC_scaffold_43	1	55333	628	11713	21.1682	1.60796	35	39.7
HiC_scaffold_44	1	54697	2321	48802	89.2224	6.26502	35.5	55.6
HiC_scaffold_45	1	54079	78	3213	5.94131	0.156031	35.6	48.9
HiC_scaffold_46	1	53000	197	7371	13.9075	0.540113	35.1	40.5
HiC_scaffold_47	1	52728	1696	22345	42.3779	4.53488	35.1	46.6
HiC_scaffold_48	1	52696	263	18578	35.255	0.725273	35.4	52.3
HiC_scaffold_49	1	52574	98	4656	8.85609	0.271902	35.5	40
HiC_scaffold_50	1	52452	30	1131	2.15626	0.0499886	35.6	54.2
HiC_scaffold_51	1	52291	188	5378	10.2848	0.467002	35.6	47.4
HiC_scaffold_52	1	50660	387	28497	56.2515	1.11931	35.5	56.6
HiC_scaffold_53	1	50444	1213	31613	62.6695	3.51727	35.7	56
HiC_scaffold_54	1	50000	585	37983	75.966	1.6969	35.6	59.8
HiC_scaffold_55	1	49402	168	7765	15.718	0.498583	35.7	45
HiC_scaffold_56	1	48994	193	6911	14.1058	0.556762	35.7	42.3
HiC_scaffold_57	1	48961	151	7012	14.3216	0.454545	35.4	42.3
HiC_scaffold_58	1	48913	254	20872	42.6717	0.759757	35.6	50.9
HiC_scaffold_59	1	48516	490	11056	22.7884	1.49039	35.8	48.9
HiC_scaffold_60	1	48449	296	23847	49.2208	0.909492	35.5	52.8
HiC_scaffold_61	1	48102	226	10661	22.1633	0.689077	35.1	48.7
HiC_scaffold_62	1	47095	392	26957	57.2396	1.22121	35.6	56.9
HiC_scaffold_63	1	45946	570	26906	58.56	1.82118	35.6	53.4
HiC_scaffold_64	1	45702	207	5059	11.0695	0.625115	35.2	44.1
HiC_scaffold_65	1	45164	265	11159	24.7077	0.816048	35.1	43.7
HiC_scaffold_66	1	45000	931	8124	18.0533	2.89031	35.2	46
HiC_scaffold_67	1	44932	763	10235	22.7789	2.16721	35.3	40.5
HiC_scaffold_68	1	44535	113	8683	19.497	0.375076	35.5	43.7
HiC_scaffold_69	1	43359	240	11925	27.5029	0.801748	35.4	43.9
HiC_scaffold_70	1	43000	354	9321	21.6767	1.07907	35.3	41.7
HiC_scaffold_71	1	42000	390	15253	36.3167	1.22236	35.5	47.2
HiC_scaffold_72	1	41780	47	2917	6.98181	0.16618	35.2	40.5
HiC_scaffold_73	1	41131	55	3643	8.85707	0.191461	35.1	43.2
HiC_scaffold_74	1	41000	161	12379	30.1927	0.57478	35.7	55.6
HiC_scaffold_75	1	40673	227	4631	11.3859	0.812775	35.7	40.3
HiC_scaffold_76	1	40021	195	5269	13.1656	0.678969	35.3	39.7
HiC_scaffold_77	1	40000	46	3742	9.355	0.163725	35.7	55.3
HiC_scaffold_78	1	39995	296	21092	52.7366	1.08656	35.4	53.1
HiC_scaffold_79	1	39987	46	4147	10.3709	0.172531	36.1	44.8
HiC_scaffold_80	1	39907	76	4598	11.5218	0.273661	35.2	53.3
HiC_scaffold_81	1	39785	284	6296	15.8251	0.868141	35.3	41.6
HiC_scaffold_82	1	39714	1998	12462	31.3794	6.98824	35.1	44.3
HiC_scaffold_83	1	39603	121	9689	24.4653	0.453349	36	53.6
HiC_scaffold_84	1	39032	1250	24803	63.5453	4.51248	35.3	49.1
HiC_scaffold_85	1	38821	447	9187	23.665	1.65717	35.6	43.6
HiC_scaffold_86	1	38551	231	5727	14.8556	0.753443	35.4	48.2
HiC_scaffold_87	1	38336	279	6805	17.7509	1.06023	35.4	41.7
HiC_scaffold_88	1	38081	272	6787	17.8225	1.00748	35.6	56.8
HiC_scaffold_89	1	37423	130	1954	5.22139	0.458087	35.2	46.7
HiC_scaffold_90	1	37049	302	10647	28.7376	1.19158	35.7	43.9
