#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
HiC_scaffold_1	1	75050035	737583	53845711	71.7464	1.43633	35.6	59.1
HiC_scaffold_2	1	56816963	556931	40740703	71.7052	1.43226	35.6	59.2
HiC_scaffold_3	1	109611085	1035191	76460516	69.7562	1.38107	35.6	58.7
HiC_scaffold_4	1	81599725	791462	58005288	71.0852	1.41803	35.6	59.1
HiC_scaffold_5	1	72353455	717020	52357510	72.3635	1.44853	35.6	59.3
HiC_scaffold_6	1	67692486	670612	48706621	71.9528	1.44805	35.6	59.2
HiC_scaffold_7	1	59159807	580660	42202572	71.3366	1.43362	35.6	59
HiC_scaffold_8	1	13479537	137014	9870045	73.2224	1.49355	35.5	59.5
HiC_scaffold_9	1	58964884	583350	42281489	71.7062	1.44496	35.6	59.1
HiC_scaffold_10	1	36732878	359551	26020770	70.8378	1.42795	35.5	59
HiC_scaffold_11	1	27384	124	5609	20.4828	0.667507	35.5	45
HiC_scaffold_12	1	33592	2949	8365	24.9018	11.7055	35	46
HiC_scaffold_13	1	184337	6318	143911	78.0695	4.77505	35.6	52.5
HiC_scaffold_14	1	85992	2162	43264	50.3117	3.48392	35	45.2
HiC_scaffold_15	1	87022	1181	29765	34.204	1.89481	35.2	46.3
HiC_scaffold_16	1	89609	2744	11557	12.8971	3.31498	35.6	50.9
HiC_scaffold_17	1	164154	4646	68281	41.5957	4.09556	35.4	49.3
HiC_scaffold_18	1	104921	115	9799	9.33941	0.156013	35.6	45.6
HiC_scaffold_19	1	103720	393	29897	28.8247	0.552073	35.7	47.3
HiC_scaffold_20	1	90353	728	31641	35.0193	1.13716	35.1	49
HiC_scaffold_21	1	85252	356	24419	28.6433	0.584995	35.3	47.8
HiC_scaffold_22	1	80500	295	19463	24.1776	0.537814	35.4	51.7
HiC_scaffold_23	1	75743	306	20727	27.3649	0.595844	35.5	54.8
HiC_scaffold_24	1	75592	1672	17370	22.9786	3.12497	35.3	42.9
HiC_scaffold_25	1	72691	1494	34362	47.2713	2.92831	35.5	54
HiC_scaffold_26	1	71458	717	37152	51.9914	1.456	35.5	47.3
HiC_scaffold_27	1	70045	3401	54083	77.2118	6.81405	35.3	51.7
HiC_scaffold_28	1	68558	143	6371	9.29286	0.259094	35.4	52.8
HiC_scaffold_29	1	68222	953	20189	29.5931	2.05045	35.6	44.9
HiC_scaffold_30	1	67017	600	34538	51.5362	1.30498	35.2	45.9
HiC_scaffold_31	1	65972	75	8746	13.2571	0.169238	35.5	47.3
HiC_scaffold_32	1	64000	644	32754	51.1781	1.37411	35.6	49.2
HiC_scaffold_33	1	62684	639	18558	29.6056	1.28813	35.4	43.1
HiC_scaffold_34	1	60035	451	30936	51.5299	1.0219	35.5	55.7
HiC_scaffold_35	1	59483	94	9655	16.2315	0.232974	35.9	50.3
HiC_scaffold_36	1	58601	3188	6236	10.6415	7.96782	35.1	50.6
HiC_scaffold_37	1	57907	150	10142	17.5143	0.349681	35.8	47.7
HiC_scaffold_38	1	57623	238	3517	6.10347	0.544435	35.2	37.8
HiC_scaffold_39	1	56881	707	20448	35.9487	1.43111	35.5	48.9
HiC_scaffold_40	1	56115	509	7728	13.7717	1.12956	35.7	38.3
HiC_scaffold_41	1	55753	553	20587	36.9254	1.43223	35.3	41.4
HiC_scaffold_42	1	55361	88	3145	5.68089	0.216506	35	41.7
HiC_scaffold_43	1	55333	466	9480	17.1326	1.19471	35.1	40.6
HiC_scaffold_44	1	54697	1912	45435	83.0667	5.14006	35.6	55.2
HiC_scaffold_45	1	54079	88	3989	7.37625	0.194382	35.4	45.3
HiC_scaffold_46	1	53000	186	6934	13.083	0.514868	35.3	39.6
HiC_scaffold_47	1	52728	1856	25486	48.3349	4.912	35	47.2
