#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
HiC_scaffold_1	1	75050035	856333	56756673	75.6251	1.66432	35.6	59.2
HiC_scaffold_2	1	56816963	651580	43090534	75.841	1.67107	35.6	59.2
HiC_scaffold_3	1	109611085	1204202	80784925	73.7014	1.60318	35.6	58.7
HiC_scaffold_4	1	81599725	919518	61133087	74.9183	1.64333	35.6	59.1
HiC_scaffold_5	1	72353455	831473	55096368	76.1489	1.67628	35.6	59.3
HiC_scaffold_6	1	67692486	778489	51271913	75.7424	1.67692	35.6	59.2
HiC_scaffold_7	1	59159807	676389	44508309	75.234	1.66613	35.6	59.1
HiC_scaffold_8	1	13479537	80640	7290276	54.084	0.875837	35.6	59.4
HiC_scaffold_9	1	58964884	678220	44548887	75.5516	1.67612	35.6	59.1
HiC_scaffold_10	1	36732878	423147	27579605	75.0815	1.677	35.5	59
HiC_scaffold_11	1	27384	213	6600	24.1017	1.1361	35.4	44.5
HiC_scaffold_12	1	33592	1433	7842	23.3448	5.69442	35.2	45.6
HiC_scaffold_13	1	184337	8064	146290	79.3601	6.14911	35.5	53.2
HiC_scaffold_14	1	85992	2693	51039	59.3532	4.34501	35	44.7
HiC_scaffold_15	1	87022	772	22934	26.3543	1.22926	35.3	44.1
HiC_scaffold_16	1	89609	2686	10065	11.2321	3.2641	35.7	50.3
HiC_scaffold_17	1	164154	5488	54849	33.4131	4.80666	35.5	49.6
HiC_scaffold_18	1	104921	559	47848	45.6038	0.775793	35.7	54
HiC_scaffold_19	1	103720	446	32639	31.4684	0.628596	35.6	48.3
HiC_scaffold_20	1	90353	823	33200	36.7448	1.2987	35.2	48.4
HiC_scaffold_21	1	85252	440	25330	29.7119	0.731033	35.5	47.5
HiC_scaffold_22	1	80500	435	21930	27.2422	0.797056	35.8	50.9
HiC_scaffold_23	1	75743	345	21854	28.8528	0.675284	35.6	53.9
HiC_scaffold_24	1	75592	1387	17800	23.5475	2.59699	35.3	43.1
HiC_scaffold_25	1	72691	1775	35053	48.2219	3.53188	35.4	54.3
HiC_scaffold_26	1	71458	774	36286	50.7795	1.57465	35.5	48.2
HiC_scaffold_27	1	70045	3457	54000	77.0933	6.95115	35.4	52.5
HiC_scaffold_28	1	68558	215	9436	13.7635	0.431955	35.1	53
HiC_scaffold_29	1	68222	1096	18379	26.94	2.38114	35.6	44.9
HiC_scaffold_30	1	67017	742	36576	54.5772	1.60423	35.3	46.2
HiC_scaffold_31	1	65972	79	7251	10.991	0.17468	36	47.4
HiC_scaffold_32	1	64000	818	35540	55.5312	1.75353	35.6	49.1
HiC_scaffold_33	1	62684	754	18874	30.1098	1.56278	35.5	42.9
HiC_scaffold_34	1	60035	389	26083	43.4463	0.881769	35.6	54.5
HiC_scaffold_35	1	59483	149	12940	21.7541	0.363146	35.7	51.2
HiC_scaffold_36	1	58601	1303	7708	13.1534	3.24541	35.2	50.8
HiC_scaffold_37	1	57907	218	12574	21.7141	0.526275	35.3	48.7
HiC_scaffold_38	1	57623	246	3021	5.2427	0.595266	35.4	38
HiC_scaffold_39	1	56881	663	19525	34.326	1.32781	35.5	49.5
HiC_scaffold_40	1	56115	557	9845	17.5443	1.26189	35.6	39.2
HiC_scaffold_41	1	55753	654	18483	33.1516	1.67984	35.4	41.4
