#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
HiC_scaffold_1	1	75050035	1071968	60168057	80.1706	2.06261	35.6	59
HiC_scaffold_2	1	56816963	814085	45661487	80.3659	2.06729	35.6	59
HiC_scaffold_3	1	109611085	1472374	83991097	76.6265	1.94043	35.6	58.6
HiC_scaffold_4	1	81599725	1143978	64520936	79.07	2.02434	35.6	59
HiC_scaffold_5	1	72353455	1042973	58542649	80.912	2.08234	35.6	59.2
HiC_scaffold_6	1	67692486	970940	54477060	80.4773	2.0713	35.6	59.1
HiC_scaffold_7	1	59159807	838759	46775099	79.0657	2.04465	35.6	58.9
HiC_scaffold_8	1	13479537	201751	11109215	82.4154	2.17802	35.6	59.4
HiC_scaffold_9	1	58964884	849754	47306722	80.2286	2.08063	35.6	59
HiC_scaffold_10	1	36732878	520060	28872678	78.6017	2.03892	35.6	58.8
HiC_scaffold_11	1	27384	187	6270	22.8966	0.982252	34.7	45.7
HiC_scaffold_12	1	33592	1323	8414	25.0476	5.26709	35.1	45.4
HiC_scaffold_13	1	184337	6894	144985	78.6521	5.33471	35.6	55.6
HiC_scaffold_14	1	85992	1547	38610	44.8995	2.48457	35.2	44.8
HiC_scaffold_15	1	87022	1328	22693	26.0773	2.06884	35.4	44.1
HiC_scaffold_16	1	89609	4494	10575	11.8013	5.4509	35.8	51.3
HiC_scaffold_17	1	164154	5941	69899	42.5814	5.23067	35.4	49.9
HiC_scaffold_18	1	104921	178	11385	10.851	0.232651	35.4	43.5
HiC_scaffold_19	1	103720	748	36386	35.081	1.01083	35.5	46.4
HiC_scaffold_20	1	90353	992	20864	23.0917	1.50815	35.1	47.4
HiC_scaffold_21	1	85252	302	17319	20.3151	0.490311	35.7	46.7
HiC_scaffold_22	1	80500	477	22525	27.9814	0.874907	35.5	52
HiC_scaffold_23	1	75743	522	21373	28.2178	0.996607	35.5	53.4
HiC_scaffold_24	1	75592	2407	20559	27.1973	4.45477	35.4	42.5
HiC_scaffold_25	1	72691	482	26819	36.8945	0.912837	35.7	51
HiC_scaffold_26	1	71458	1046	34078	47.6896	2.09586	35.4	44.1
HiC_scaffold_27	1	70045	2452	52818	75.4058	4.84934	35.2	49.5
HiC_scaffold_28	1	68558	126	4565	6.6586	0.234575	35.2	54.4
HiC_scaffold_29	1	68222	844	16335	23.9439	1.83669	35.6	46.3
HiC_scaffold_30	1	67017	861	31024	46.2927	1.86007	35.2	44.5
HiC_scaffold_31	1	65972	53	5337	8.0898	0.118308	36.1	46.4
HiC_scaffold_32	1	64000	992	35395	55.3047	2.14072	35.6	49
HiC_scaffold_33	1	62684	812	16762	26.7405	1.59668	35.2	42.3
HiC_scaffold_34	1	60035	505	26668	44.4208	1.10291	35.6	55.2
HiC_scaffold_35	1	59483	205	14827	24.9264	0.502681	35.7	49.3
HiC_scaffold_36	1	58601	2729	4802	8.1944	6.79116	35.4	47.7
HiC_scaffold_37	1	57907	237	11452	19.7765	0.556237	35.5	46
HiC_scaffold_38	1	57623	453	3838	6.66053	1.01435	35.2	37.8
HiC_scaffold_39	1	56881	1012	21450	37.7103	1.95731	35.5	48.7
HiC_scaffold_40	1	56115	733	10690	19.0502	1.66041	35.6	38.7
HiC_scaffold_41	1	55753	929	16811	30.1526	2.38405	35.5	41.5
HiC_scaffold_42	1	55361	135	4941	8.92506	0.339571	35.3	45.8
HiC_scaffold_43	1	55333	299	8325	15.0453	0.744041	35	42.8
HiC_scaffold_44	1	54697	1426	40250	73.5872	3.7973	35.6	54.2
HiC_scaffold_45	1	54079	45	2188	4.04593	0.0779045	34.9	45.7
HiC_scaffold_46	1	53000	395	8594	16.2151	1.10772	35.6	39.1
HiC_scaffold_47	1	52728	1993	30961	58.7183	5.26132	35.3	44.2
HiC_scaffold_48	1	52696	380	18493	35.0937	1.05243	35.6	50
HiC_scaffold_49	1	52574	145	2803	5.33153	0.407369	35.5	42.1
HiC_scaffold_50	1	52452	57	1497	2.85404	0.0704644	35.7	54
HiC_scaffold_51	1	52291	561	6373	12.1876	1.52281	35.5	47.1
HiC_scaffold_52	1	50660	572	31987	63.1405	1.63995	35.7	55
HiC_scaffold_53	1	50444	826	28152	55.8084	2.41505	35.7	56.2
HiC_scaffold_54	1	50000	839	45450	90.9	2.43572	35.5	59.7
HiC_scaffold_55	1	49402	372	7954	16.1006	1.09508	35.4	42
HiC_scaffold_56	1	48994	330	6766	13.8099	0.932726	35.3	44.5
HiC_scaffold_57	1	48961	119	4213	8.60481	0.352178	35.8	43.6
HiC_scaffold_58	1	48913	437	22609	46.2229	1.30217	35.7	47.8
HiC_scaffold_59	1	48516	233	10069	20.754	0.705953	35.4	47.1
HiC_scaffold_60	1	48449	353	24194	49.937	1.06941	35.7	52.2
HiC_scaffold_61	1	48102	174	9166	19.0553	0.487402	35.6	48.5
HiC_scaffold_62	1	47095	589	35707	75.8191	1.84166	35.8	54.8
HiC_scaffold_63	1	45946	531	27797	60.4993	1.69096	35.4	58.6
HiC_scaffold_64	1	45702	361	6413	14.0322	1.06737	35.1	46.1
HiC_scaffold_65	1	45164	162	8298	18.373	0.480471	35.4	40.3
HiC_scaffold_66	1	45000	9297	13963	31.0289	28.8262	35.3	46.7
HiC_scaffold_67	1	44932	1098	11217	24.9644	3.06016	35.4	40.3
HiC_scaffold_68	1	44535	58	5058	11.3574	0.188593	36	44.7
HiC_scaffold_69	1	43359	584	11118	25.6417	1.96148	35.7	42.9
HiC_scaffold_70	1	43000	1115	14103	32.7977	3.46393	35.4	42.8
HiC_scaffold_71	1	42000	413	14392	34.2667	1.13357	35.5	47.9
HiC_scaffold_72	1	41780	41	2513	6.01484	0.146099	35.9	37.5
HiC_scaffold_73	1	41131	49	3638	8.84491	0.168486	35.5	49.5
HiC_scaffold_74	1	41000	212	12100	29.5122	0.753463	35.7	55.5
HiC_scaffold_75	1	40673	169	4792	11.7818	0.599489	35.6	39.4
HiC_scaffold_76	1	40021	69	2028	5.06734	0.207216	35.3	46.3
HiC_scaffold_77	1	40000	63	4233	10.5825	0.2255	35.7	52.2
HiC_scaffold_78	1	39995	231	17237	43.0979	0.819077	35.5	52.2
HiC_scaffold_79	1	39987	19	1484	3.71121	0.0711981	35.3	39.8
HiC_scaffold_80	1	39907	100	5272	13.2107	0.358007	35.3	55.8
HiC_scaffold_81	1	39785	445	6710	16.8657	1.29886	35.3	44.6
HiC_scaffold_82	1	39714	1607	12964	32.6434	5.65644	35.2	43.1
HiC_scaffold_83	1	39603	186	12900	32.5733	0.687549	35.7	53.2
HiC_scaffold_84	1	39032	502	14199	36.3778	1.78359	35.3	47.8
HiC_scaffold_85	1	38821	245	7627	19.6466	0.874707	35.5	46.2
HiC_scaffold_86	1	38551	158	5358	13.8985	0.473114	35.2	45
HiC_scaffold_87	1	38336	111	5010	13.0687	0.429492	35.5	47.9
HiC_scaffold_88	1	38081	426	7337	19.2668	1.52898	35.3	54.8
HiC_scaffold_89	1	37423	86	1908	5.09847	0.262459	35.3	45.7
HiC_scaffold_90	1	37049	345	11581	31.2586	1.37434	35.7	46.7
HiC_scaffold_91	1	37000	597	32138	86.8595	2.30919	35.8	60
HiC_scaffold_92	1	36719	216	4736	12.898	0.863177	35.8	44.3
HiC_scaffold_93	1	36624	305	7953	21.7153	1.13611	35.3	40.6
HiC_scaffold_94	1	36550	220	4081	11.1655	0.892832	35.8	41.6
HiC_scaffold_95	1	35915	1141	20788	57.8811	4.37873	35	42.2
HiC_scaffold_96	1	35569	526	13263	37.2881	2.17853	35.7	46
HiC_scaffold_97	1	35569	178	6843	19.2387	0.671484	35.5	46
HiC_scaffold_98	1	35521	157	4663	13.1274	0.427494	35.9	50.9
HiC_scaffold_99	1	35305	1699	28576	80.9404	6.47645	35.4	56.4
HiC_scaffold_100	1	35285	409	24204	68.5957	1.64362	35.4	57.7
HiC_scaffold_101	1	35090	328	12731	36.281	1.18304	34.9	52.6
HiC_scaffold_102	1	34736	180	7133	20.5349	0.769519	35.7	46.8
HiC_scaffold_103	1	34662	1505	16306	47.0429	6.06627	35.5	40
HiC_scaffold_104	1	34539	105	9671	28.0002	0.443788	35.7	49.3
HiC_scaffold_105	1	34367	83	4477	13.027	0.332325	35.6	48
HiC_scaffold_106	1	34092	5	372	1.09117	0.0174234	36.1	49.2
HiC_scaffold_107	1	34034	624	24671	72.4893	2.60325	35.4	58.1
