#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
HiC_scaffold_1	1	75050035	788362	55546177	74.0122	1.53127	35.5	59.1
HiC_scaffold_2	1	56816963	606883	42365524	74.5649	1.55603	35.4	59.1
HiC_scaffold_3	1	109611085	1107707	79038336	72.108	1.47407	35.5	58.6
HiC_scaffold_4	1	81599725	847205	59819443	73.3084	1.51355	35.5	59
HiC_scaffold_5	1	72353455	765216	53904882	74.5022	1.54172	35.5	59.2
HiC_scaffold_6	1	67692486	723577	50455660	74.5366	1.55807	35.5	59.1
HiC_scaffold_7	1	59159807	628315	43712536	73.8889	1.54654	35.4	58.9
HiC_scaffold_8	1	13479537	75497	7126531	52.8693	0.819328	35.4	59.4
HiC_scaffold_9	1	58964884	627710	43723672	74.1521	1.55053	35.4	59.1
HiC_scaffold_10	1	36732878	398762	27261618	74.2159	1.5792	35.4	58.9
HiC_scaffold_11	1	27384	175	6072	22.1735	0.937993	35.3	44.5
HiC_scaffold_12	1	33592	2612	7898	23.5116	10.442	35	46
HiC_scaffold_13	1	184337	6731	144164	78.2068	5.10123	35.5	52.4
HiC_scaffold_14	1	85992	3088	45334	52.7189	4.94327	34.9	45.8
HiC_scaffold_15	1	87022	890	27590	31.7046	1.39846	35.2	44.9
HiC_scaffold_16	1	89609	3453	11643	12.9931	4.16947	35.7	51.3
HiC_scaffold_17	1	164154	2406	54368	33.1201	2.12368	35.3	51.1
HiC_scaffold_18	1	104921	520	44072	42.0049	0.717711	35.3	52.4
HiC_scaffold_19	1	103720	200	18164	17.5125	0.282781	35.2	47.1
HiC_scaffold_20	1	90353	662	30349	33.5894	1.05099	35	48
HiC_scaffold_21	1	85252	396	25472	29.8785	0.655598	35.5	47.8
HiC_scaffold_22	1	80500	423	23680	29.4161	0.774311	35.5	50.9
HiC_scaffold_23	1	75743	288	20003	26.409	0.557543	35.5	53.7
HiC_scaffold_24	1	75592	1396	13022	17.2267	2.58812	35.3	42.2
HiC_scaffold_25	1	72691	1649	36990	50.8866	3.23183	35.2	53.5
HiC_scaffold_26	1	71458	634	38706	54.1661	1.2867	35.4	48.2
HiC_scaffold_27	1	70045	2802	48424	69.1327	5.69311	35.3	52.7
HiC_scaffold_28	1	68558	139	5401	7.878	0.269655	34.8	55.5
HiC_scaffold_29	1	68222	1094	19982	29.2897	2.37705	35.5	44.4
HiC_scaffold_30	1	67017	623	34539	51.5377	1.36086	35.3	47.8
HiC_scaffold_31	1	65972	93	9385	14.2257	0.207846	35.4	48.5
HiC_scaffold_32	1	64000	688	35351	55.2359	1.49023	35.5	50.2
HiC_scaffold_33	1	62684	496	16778	26.766	0.982866	35.1	42.6
HiC_scaffold_34	1	60035	501	30961	51.5716	1.17456	35.4	56.3
HiC_scaffold_35	1	59483	113	12021	20.2091	0.281122	35.5	50.5
HiC_scaffold_36	1	58601	553	4321	7.37359	1.35231	35	42.2
HiC_scaffold_37	1	57907	192	12074	20.8507	0.465298	35.4	48.1
HiC_scaffold_38	1	57623	282	3278	5.6887	0.659147	35.2	38.6
HiC_scaffold_39	1	56881	712	21485	37.7718	1.46472	35.4	49.2
HiC_scaffold_40	1	56115	436	8710	15.5217	0.98929	35.5	37.5
HiC_scaffold_41	1	55753	523	20302	36.4142	1.34081	35.2	42.3
HiC_scaffold_42	1	55361	94	4792	8.65591	0.247936	35.2	46
HiC_scaffold_43	1	55333	715	12421	22.4477	1.81859	35	39.2
HiC_scaffold_44	1	54697	2136	48699	89.0341	5.74622	35.4	55.5
HiC_scaffold_45	1	54079	61	4187	7.74238	0.143179	35.3	48.2
