#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
HiC_scaffold_1	1	75050035	992987	59981344	79.9218	1.92581	35.6	59.2
HiC_scaffold_2	1	56816963	753507	45459872	80.0111	1.92929	35.6	59.2
HiC_scaffold_3	1	109611085	1393849	85313370	77.8328	1.85171	35.6	58.8
HiC_scaffold_4	1	81599725	1064942	64558705	79.1163	1.89986	35.6	59.1
HiC_scaffold_5	1	72353455	959407	57977886	80.1315	1.92994	35.6	59.3
HiC_scaffold_6	1	67692486	898350	54188874	80.0515	1.93053	35.6	59.2
HiC_scaffold_7	1	59159807	783489	46868778	79.224	1.92435	35.5	59
HiC_scaffold_8	1	13479537	92022	7857236	58.2901	0.997277	35.6	59.4
HiC_scaffold_9	1	58964884	782287	46972249	79.6614	1.92916	35.6	59.2
HiC_scaffold_10	1	36732878	483110	28938744	78.7816	1.91111	35.5	59
HiC_scaffold_11	1	27384	303	6943	25.3542	1.6407	35.2	43.6
HiC_scaffold_12	1	33592	2545	8421	25.0685	10.1963	35.1	46.6
HiC_scaffold_13	1	184337	9040	146028	79.218	6.90296	35.5	53.1
HiC_scaffold_14	1	85992	2094	52995	61.6278	3.36093	34.9	45.4
HiC_scaffold_15	1	87022	1233	30366	34.8946	1.95453	35.3	46.6
HiC_scaffold_16	1	89609	2875	10431	11.6406	3.50505	35.6	50.5
HiC_scaffold_17	1	164154	1406	51145	31.1567	1.22283	35.4	51
HiC_scaffold_18	1	104921	116	7354	7.00908	0.153878	35.3	42.9
HiC_scaffold_19	1	103720	573	35628	34.3502	0.806161	35.4	48.3
HiC_scaffold_20	1	90353	894	31902	35.3082	1.40848	35.2	49.3
HiC_scaffold_21	1	85252	471	28207	33.0866	0.789483	35.3	47.4
HiC_scaffold_22	1	80500	495	24480	30.4099	0.907056	35.6	50.1
HiC_scaffold_23	1	75743	420	22685	29.95	0.817184	35.5	53.8
HiC_scaffold_24	1	75592	1999	18109	23.9562	3.74604	35.4	43.4
HiC_scaffold_25	1	72691	1334	35100	48.2866	2.5984	35.3	53.7
HiC_scaffold_26	1	71458	766	39219	54.884	1.55311	35.4	48.3
HiC_scaffold_27	1	70045	2991	54459	77.7486	6.04157	35.3	51.8
HiC_scaffold_28	1	68558	150	8299	12.1051	0.301847	35.3	51.8
HiC_scaffold_29	1	68222	926	21111	30.9446	2.01922	35.4	45.7
HiC_scaffold_30	1	67017	867	39299	58.6403	1.88109	35.5	46.5
HiC_scaffold_31	1	65972	106	9811	14.8715	0.238632	35.5	46.7
HiC_scaffold_32	1	64000	710	36597	57.1828	1.54456	35.4	50
HiC_scaffold_33	1	62684	645	19376	30.9106	1.30576	35.5	43.8
HiC_scaffold_34	1	60035	546	34832	58.0195	1.26786	35.6	55.3
HiC_scaffold_35	1	59483	177	15194	25.5434	0.438159	35.7	48.6
HiC_scaffold_36	1	58601	590	5468	9.3309	1.45431	35	43.8
HiC_scaffold_37	1	57907	232	12436	21.4758	0.578652	35.7	49.7
HiC_scaffold_38	1	57623	205	2857	4.95809	0.472832	35.4	38.5
HiC_scaffold_39	1	56881	798	22157	38.9533	1.65459	35.5	49.3
HiC_scaffold_40	1	56115	645	11161	19.8895	1.45359	35.6	38.9
HiC_scaffold_41	1	55753	892	23200	41.6121	2.30926	35.4	41.5
HiC_scaffold_42	1	55361	73	3896	7.03745	0.188183	34.8	44.7
HiC_scaffold_43	1	55333	680	12107	21.8803	1.72862	35.2	39.9
HiC_scaffold_44	1	54697	1806	45027	82.3208	4.83204	35.6	56.1
HiC_scaffold_45	1	54079	98	4068	7.52233	0.201224	35.4	48.7
HiC_scaffold_46	1	53000	204	6774	12.7811	0.554434	35.8	41.2
HiC_scaffold_47	1	52728	1361	23170	43.9425	3.64673	35.1	47.3
HiC_scaffold_48	1	52696	441	24517	46.5254	1.22239	35.6	54.1
HiC_scaffold_49	1	52574	103	5210	9.90984	0.287804	35	42.3
HiC_scaffold_50	1	52452	32	972	1.85312	0.0384161	35.9	49.6
HiC_scaffold_51	1	52291	260	9514	18.1943	0.670995	35.2	45.1
HiC_scaffold_52	1	50660	459	30199	59.6111	1.33784	35.7	57.3
HiC_scaffold_53	1	50444	1427	31871	63.181	4.16579	35.7	56.3
HiC_scaffold_54	1	50000	652	40136	80.272	1.91032	35.5	59.8
HiC_scaffold_55	1	49402	77	4983	10.0866	0.229991	35.3	42.7
HiC_scaffold_56	1	48994	169	7459	15.2243	0.49006	35.3	43.7
HiC_scaffold_57	1	48961	135	6473	13.2207	0.40281	35.3	44.3
HiC_scaffold_58	1	48913	364	24319	49.7189	1.09971	35.9	50.2
HiC_scaffold_59	1	48516	659	15569	32.0904	2.02208	35.5	48.2
HiC_scaffold_60	1	48449	402	27508	56.7772	1.2257	35.5	53.2
HiC_scaffold_61	1	48102	145	10134	21.0677	0.445844	35.1	49.7
HiC_scaffold_62	1	47095	454	29977	63.6522	1.40839	35.7	56.2
HiC_scaffold_63	1	45946	599	25937	56.4511	1.91945	35.5	53.7
HiC_scaffold_64	1	45702	217	5132	11.2293	0.637718	35.6	45.5
HiC_scaffold_65	1	45164	548	12698	28.1153	1.67822	35.2	45.7
HiC_scaffold_66	1	45000	1071	10006	22.2356	3.33211	35.3	47.9
HiC_scaffold_67	1	44932	831	9454	21.0407	2.25145	35.3	41
HiC_scaffold_68	1	44535	82	7090	15.9201	0.268081	35.6	45.8
HiC_scaffold_69	1	43359	393	12430	28.6676	1.32028	35.3	43.6
HiC_scaffold_70	1	43000	299	7657	17.807	0.873512	35.5	42.6
HiC_scaffold_71	1	42000	360	13865	33.0119	1.10367	35.6	49.1
HiC_scaffold_72	1	41780	27	1753	4.19579	0.0922212	35.7	44.2
HiC_scaffold_73	1	41131	67	4595	11.1716	0.239381	35.2	44.9
HiC_scaffold_74	1	41000	180	11330	27.6341	0.651024	35.6	56.8
HiC_scaffold_75	1	40673	158	4490	11.0393	0.566518	35.7	41.5
HiC_scaffold_76	1	40021	278	5425	13.5554	0.936458	34.7	40.6
HiC_scaffold_77	1	40000	78	4185	10.4625	0.28105	35.3	53.4
HiC_scaffold_78	1	39995	221	17938	44.8506	0.795949	35.9	53.4
HiC_scaffold_79	1	39987	33	2913	7.28487	0.122465	35.5	43.5
HiC_scaffold_80	1	39907	69	4946	12.3938	0.241361	35.5	54.1
HiC_scaffold_81	1	39785	272	7125	17.9088	0.782229	35.1	45.2
HiC_scaffold_82	1	39714	2192	12207	30.7373	7.67465	35.2	44.8
HiC_scaffold_83	1	39603	166	12290	31.033	0.619675	35.4	53.7
HiC_scaffold_84	1	39032	1576	25729	65.9177	5.6013	35.3	49.1
HiC_scaffold_85	1	38821	313	9298	23.951	1.1535	35.5	44.8
HiC_scaffold_86	1	38551	281	4719	12.2409	0.918134	35.4	46.1
HiC_scaffold_87	1	38336	152	5481	14.2973	0.588194	35	41.8
HiC_scaffold_88	1	38081	308	7142	18.7548	1.14834	35.5	56.8
HiC_scaffold_89	1	37423	130	1574	4.20597	0.484969	35	44.9
HiC_scaffold_90	1	37049	632	10743	28.9967	2.52779	35.6	42.7
HiC_scaffold_91	1	37000	562	31994	86.4703	2.21519	35.8	60
HiC_scaffold_92	1	36719	83	4797	13.0641	0.332062	35.9	53.6
HiC_scaffold_93	1	36624	339	7281	19.8804	1.24257	35.6	41.8
HiC_scaffold_94	1	36550	134	3715	10.1642	0.544405	35.9	41.1
HiC_scaffold_95	1	35915	1026	17040	47.4454	4.02553	35.1	44.5
HiC_scaffold_96	1	35569	373	12329	34.6622	1.54674	35.5	48.9
HiC_scaffold_97	1	35569	183	6907	19.4186	0.714077	35.4	47.1
HiC_scaffold_98	1	35521	227	5008	14.0987	0.678838	35.4	48.4
HiC_scaffold_99	1	35305	1473	27341	77.4423	5.46685	35.5	58
HiC_scaffold_100	1	35285	400	25047	70.9848	1.63608	35.6	58
HiC_scaffold_101	1	35090	197	12984	37.002	0.765945	35.1	53.2
HiC_scaffold_102	1	34736	73	5884	16.9392	0.31037	35.5	50.5
HiC_scaffold_103	1	34662	653	16158	46.6159	2.65016	35.5	42.4
HiC_scaffold_104	1	34539	105	8965	25.9562	0.453719	35.6	50
HiC_scaffold_105	1	34367	62	4387	12.7652	0.254605	35.3	47.3
HiC_scaffold_106	1	34092	5	445	1.30529	0.0205913	36.6	48.4
HiC_scaffold_107	1	34034	1072	30394	89.3048	4.52553	35.5	58
HiC_scaffold_108	1	34000	212	4736	13.9294	0.918412	35.3	40.4
HiC_scaffold_109	1	33013	302	11188	33.8897	1.22521	34.8	43.6
HiC_scaffold_110	1	32894	44	2243	6.81887	0.188788	35.2	55.1
HiC_scaffold_111	1	32703	73	7042	21.5332	0.329205	35.8	47.5
HiC_scaffold_112	1	32055	138	8971	27.9863	0.626704	35.5	53
HiC_scaffold_113	1	31996	236	3875	12.1109	0.762533	35.2	41.7
HiC_scaffold_114	1	31869	193	7918	24.8455	0.809439	35.4	50.6
HiC_scaffold_115	1	31497	232	9725	30.876	1.04769	34.9	43.1
HiC_scaffold_116	1	31452	232	16295	51.8091	1.08146	35.6	54.9
HiC_scaffold_117	1	31435	157	13464	42.8312	0.736822	35.6	51.1
HiC_scaffold_118	1	31168	312	18634	59.7857	1.43894	35.5	56.5
HiC_scaffold_119	1	31094	51	3310	10.6451	0.24471	35.5	45.1
HiC_scaffold_120	1	31000	115	8539	27.5452	0.550548	35.4	47.6
HiC_scaffold_121	1	30892	67	4509	14.596	0.313771	35	42.3
HiC_scaffold_122	1	30671	331	5920	19.3016	1.61276	35.6	37.2
HiC_scaffold_123	1	30159	452	26437	87.6587	2.18668	35.5	59.9
HiC_scaffold_124	1	30112	14	1512	5.02125	0.0696732	35.5	38.6
HiC_scaffold_125	1	30000	105	3183	10.61	0.5167	35.6	40
HiC_scaffold_126	1	30000	39	3105	10.35	0.190833	35	50.1
HiC_scaffold_127	1	29632	367	4845	16.3506	1.67798	35.3	43.6
HiC_scaffold_128	1	29216	119	9208	31.517	0.595838	35.5	50.1
HiC_scaffold_129	1	29000	46	3129	10.7897	0.220828	35.2	54
HiC_scaffold_130	1	28743	18	1481	5.15256	0.0918137	35.7	47.8
HiC_scaffold_131	1	28267	581	9549	33.7814	3.05222	35.6	40.2
HiC_scaffold_132	1	28006	365	7168	25.5945	1.92548	35.3	40.5
