#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
HiC_scaffold_1	1	75050035	765635	54592471	72.7414	1.48758	35.5	59.1
HiC_scaffold_2	1	56816963	581548	41403885	72.8724	1.49231	35.5	59.2
HiC_scaffold_3	1	109611085	1077571	77681002	70.8697	1.43473	35.5	58.7
HiC_scaffold_4	1	81599725	819690	58711705	71.9509	1.46547	35.5	59.1
HiC_scaffold_5	1	72353455	743289	53078476	73.36	1.49863	35.5	59.3
HiC_scaffold_6	1	67692486	696945	49458641	73.0637	1.50229	35.5	59.2
HiC_scaffold_7	1	59159807	600250	42691610	72.1632	1.4785	35.5	59
HiC_scaffold_8	1	13479537	72043	6854844	50.8537	0.782549	35.5	59.4
HiC_scaffold_9	1	58964884	604469	42906416	72.766	1.49413	35.5	59.1
HiC_scaffold_10	1	36732878	374917	26440353	71.9801	1.48583	35.4	59
HiC_scaffold_11	1	27384	123	5416	19.778	0.657063	35.2	46.1
HiC_scaffold_12	1	33592	2317	7833	23.3181	9.05013	34.9	45.7
HiC_scaffold_13	1	184337	5708	139422	75.6343	4.31515	35.5	51.8
HiC_scaffold_14	1	85992	2845	46673	54.276	4.59079	34.8	45.6
HiC_scaffold_15	1	87022	631	24157	27.7596	0.981637	35.2	45.6
HiC_scaffold_16	1	89609	2386	9248	10.3204	2.78604	35.7	51.3
HiC_scaffold_17	1	164154	5367	56689	34.534	4.7519	35.3	49
HiC_scaffold_18	1	104921	395	35661	33.9884	0.552311	35.1	53.6
HiC_scaffold_19	1	103720	201	18361	17.7025	0.277381	35.2	46.2
HiC_scaffold_20	1	90353	606	34131	37.7752	0.972253	35.4	49.7
HiC_scaffold_21	1	85252	363	24771	29.0562	0.61425	35.3	48.7
HiC_scaffold_22	1	80500	398	24816	30.8273	0.729404	35.4	50.6
HiC_scaffold_23	1	75743	281	21337	28.1703	0.541265	35.6	54.8
HiC_scaffold_24	1	75592	1032	13859	18.334	1.9283	35.2	43.3
HiC_scaffold_25	1	72691	1310	34717	47.7597	2.55774	35.5	53.8
HiC_scaffold_26	1	71458	620	36717	51.3826	1.26178	35.5	48.2
HiC_scaffold_27	1	70045	2281	51438	73.4356	4.6631	35.2	54
HiC_scaffold_28	1	68558	86	5076	7.40395	0.171184	35.4	56
HiC_scaffold_29	1	68222	798	19691	28.8631	1.73446	35.5	46.1
HiC_scaffold_30	1	67017	589	34850	52.0017	1.27863	35.1	47.7
HiC_scaffold_31	1	65972	58	6110	9.2615	0.131162	36	48.1
HiC_scaffold_32	1	64000	618	34978	54.6531	1.32789	35.7	50.7
HiC_scaffold_33	1	62684	379	11980	19.1117	0.724363	35.2	42.7
HiC_scaffold_34	1	60035	198	12938	21.5508	0.407962	35.3	52.1
HiC_scaffold_35	1	59483	117	10450	17.568	0.291697	35.7	50.7
HiC_scaffold_36	1	58601	279	4417	7.53741	0.682906	35.2	43.3
HiC_scaffold_37	1	57907	189	11666	20.1461	0.463864	35.8	48.9
