#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
HiC_scaffold_1	1	75050035	1009830	60499351	80.612	1.9574	35.4	59.1
HiC_scaffold_2	1	56816963	768723	45874831	80.7414	1.96622	35.4	59.2
HiC_scaffold_3	1	109611085	1415969	86124318	78.5726	1.8807	35.4	58.7
HiC_scaffold_4	1	81599725	1087164	65248309	79.9614	1.93848	35.4	59.1
HiC_scaffold_5	1	72353455	979804	58621008	81.0203	1.97036	35.4	59.3
HiC_scaffold_6	1	67692486	920998	54618015	80.6855	1.97855	35.4	59.1
HiC_scaffold_7	1	59159807	794155	47314698	79.9778	1.95127	35.4	59
HiC_scaffold_8	1	13479537	185926	11035749	81.8704	2.0145	35.3	59.5
HiC_scaffold_9	1	58964884	795641	47486298	80.5332	1.96107	35.4	59.1
HiC_scaffold_10	1	36732878	493322	29304255	79.7766	1.94999	35.3	59
HiC_scaffold_11	1	27384	264	6349	23.1851	1.42452	35	44.2
HiC_scaffold_12	1	33592	2998	9034	26.8933	11.7831	34.9	46.2
HiC_scaffold_13	1	184337	10790	148646	80.6382	8.08209	35.4	50.1
HiC_scaffold_14	1	85992	4008	54940	63.8897	6.41384	34.9	45
HiC_scaffold_15	1	87022	487	13840	15.904	0.747271	35.2	43.7
HiC_scaffold_16	1	89609	4347	10673	11.9106	5.27252	35.5	50.7
HiC_scaffold_17	1	164154	4812	77770	47.3762	4.21953	35.2	49.9
HiC_scaffold_18	1	104921	708	49611	47.2841	0.982206	35.3	52.6
HiC_scaffold_19	1	103720	674	38860	37.4663	0.93791	35.4	47.8
HiC_scaffold_20	1	90353	759	33910	37.5306	1.19642	35	49.8
HiC_scaffold_21	1	85252	603	31662	37.1393	1.00111	35.4	47.8
HiC_scaffold_22	1	80500	476	24782	30.7851	0.856882	35.2	50.1
HiC_scaffold_23	1	75743	380	21606	28.5254	0.72944	35.5	54
HiC_scaffold_24	1	75592	1860	18662	24.6878	3.44144	35.2	43.4
HiC_scaffold_25	1	72691	2820	36637	50.401	5.57242	35.2	53.7
HiC_scaffold_26	1	71458	914	40092	56.1057	1.85274	35.4	46.8
HiC_scaffold_27	1	70045	4951	57172	81.6218	10.0463	35.1	53.3
HiC_scaffold_28	1	68558	139	5730	8.35789	0.244523	35	51.8
HiC_scaffold_29	1	68222	1058	21506	31.5236	2.29092	35.3	45.2
HiC_scaffold_30	1	67017	1050	38180	56.9706	2.28414	35.1	44.8
HiC_scaffold_31	1	65972	84	8381	12.7039	0.188337	35.4	45.3
HiC_scaffold_32	1	64000	883	33350	52.1094	1.85367	35.3	48.7
HiC_scaffold_33	1	62684	1031	24043	38.3559	2.04819	35.1	42.5
HiC_scaffold_34	1	60035	683	34282	57.1034	1.5351	35.4	56.4
HiC_scaffold_35	1	59483	134	12560	21.1153	0.32806	35.7	50.4
HiC_scaffold_36	1	58601	495	4951	8.44866	1.21761	34.9	43
HiC_scaffold_37	1	57907	221	11956	20.6469	0.518607	35.5	48.8
HiC_scaffold_38	1	57623	411	3279	5.69044	0.994898	35.4	38
HiC_scaffold_39	1	56881	949	20907	36.7557	1.88993	35.4	48.6
HiC_scaffold_40	1	56115	866	10132	18.0558	1.91336	35.5	38.8
HiC_scaffold_41	1	55753	671	24331	43.6407	1.71896	35	41.6
HiC_scaffold_42	1	55361	158	5202	9.39651	0.40328	34.9	45.1
HiC_scaffold_43	1	55333	1159	13545	24.4791	2.96295	35	39.8
HiC_scaffold_44	1	54697	3406	50820	92.9119	9.14376	35.4	55.6
HiC_scaffold_45	1	54079	106	4004	7.40398	0.204479	35.3	45.8
HiC_scaffold_46	1	53000	292	7370	13.9057	0.812943	35.2	41.7
HiC_scaffold_47	1	52728	2280	22073	41.862	6.12822	34.9	48.2
HiC_scaffold_48	1	52696	515	28118	53.3589	1.43491	35.2	54
HiC_scaffold_49	1	52574	119	4003	7.61403	0.330201	35.3	42.3
HiC_scaffold_50	1	52452	42	1436	2.73774	0.0452604	33.8	51.2
HiC_scaffold_51	1	52291	320	8164	15.6126	0.775793	35.1	46.1
HiC_scaffold_52	1	50660	417	29485	58.2017	1.20418	35.5	57
HiC_scaffold_53	1	50444	2916	37950	75.2319	8.51227	35.4	56.1
HiC_scaffold_54	1	50000	702	42572	85.144	2.04456	35.2	59.9
HiC_scaffold_55	1	49402	200	8658	17.5256	0.588195	35.3	43
HiC_scaffold_56	1	48994	168	7379	15.061	0.472548	35.3	45.6
